Loaded problem from /mnt/c/Users/mpeet/AppData/Local/Temp/claude/C--Users-mpeet-OneDrive-Documents-GitHub-PIETOOLS-PIETOOLS/a69ac9db-6cc4-4fd1-9dcb-b003878763dd/scratchpad/work/baseline/dumps/hinfdu_rd1/
              vector length: 687
      number of constraints: 244
           number of blocks: 5
  number of non-zeros in At: 2005
  number of non-zeros in  b: 2
  number of non-zeros in  C: 1

Analysis of the blk vector:
        1 u. block of size  44
        1 matrices of size    1 (small)
        1 matrices of size   10 (small)
        1 matrices of size   13 (small)
        1 matrices of size   31 (small)

 ||C|| = 2, ||b|| = 2

Problem parameters:
              solver max iter: 2000000
       KKT stopping tolerance: 0.0001
       sigma update threshold: 500
         sigma update stage 1: 50
         sigma update stage 2: 100
                  switch admm: 0
         switch proj max iter: 0
              switch proj tol: 0.01
                     sigscale: 2
                initial sigma: 100
    initial projection method: EIG_FP64
      final projection method: EIG_FP64
                   use LOBPCG: true
              LOBPCG max iter: 20
             LOBPCG tolerance: 1e-05
             LOBPCG warmstart: true
                 LOBPCG ratio: 0.03
            LOBPCG relaxation: 1.2
        LOBPCG rank threshold: 1e-05
           small matrix limit: 32
          medium matrix limit: 1000

 ------------------------------------------------------------------------------
                                   cuADMM
 ------------------------------------------------------------------------------
  it. | p infeas d infeas | primal obj.   dual obj. rel. gap |  time |   sigma 
 ------------------------------------------------------------------------------
 --------------- Starting with projection method EIG_FP64 ---------------------
    0 | 5.00e-01 5.00e-01 |  0.0000e+00  0.0000e+00 0.00e+00 |   0.1 | 1.0e+02 
   50 | 1.56e-01 1.97e-02 |  3.1283e-01  9.6920e-01 2.88e-01 |   0.5 | 3.1e+00 
  100 | 4.85e-02 3.54e-02 |  6.6438e-01  1.5151e+00 2.68e-01 |   0.9 | 1.6e+00 
  150 | 1.45e-02 1.57e-02 |  4.0627e-01  9.1961e-01 2.21e-01 |   1.4 | 1.6e+00 
  200 | 6.58e-03 1.02e-02 |  3.5636e-01  7.5481e-01 1.89e-01 |   1.8 | 1.6e+00 
  300 | 2.82e-03 5.86e-03 |  2.8622e-01  5.6260e-01 1.49e-01 |   2.6 | 1.6e+00 
  400 | 3.32e-03 3.95e-03 |  2.4849e-01  4.6712e-01 1.27e-01 |   3.4 | 3.1e+00 
  500 | 2.14e-03 2.84e-03 |  2.2139e-01  3.9959e-01 1.10e-01 |   4.2 | 3.1e+00 
  600 | 1.59e-03 2.29e-03 |  2.0712e-01  3.6234e-01 9.89e-02 |   5.1 | 3.1e+00 
  700 | 9.22e-04 1.92e-03 |  1.9742e-01  3.3709e-01 9.10e-02 |   5.9 | 3.1e+00 
  800 | 1.39e-03 1.61e-03 |  1.8977e-01  3.1317e-01 8.21e-02 |   6.7 | 3.1e+00 
  900 | 1.85e-03 1.41e-03 |  1.8322e-01  2.9809e-01 7.75e-02 |   7.6 | 6.2e+00 
 1000 | 1.50e-03 1.24e-03 |  1.7774e-01  2.8384e-01 7.26e-02 |   8.4 | 6.2e+00 
 1100 | 1.43e-03 1.11e-03 |  1.7366e-01  2.7255e-01 6.84e-02 |   9.2 | 6.2e+00 
 1200 | 1.17e-03 1.01e-03 |  1.6995e-01  2.6311e-01 6.50e-02 |  10.0 | 6.2e+00 
 1300 | 1.05e-03 9.27e-04 |  1.6714e-01  2.5511e-01 6.19e-02 |  10.9 | 6.2e+00 
 1400 | 8.93e-04 8.57e-04 |  1.6454e-01  2.4824e-01 5.92e-02 |  11.7 | 6.2e+00 
 1500 | 1.33e-03 7.55e-04 |  1.6133e-01  2.3695e-01 5.41e-02 |  12.6 | 6.2e+00 
 1600 | 3.25e-04 7.26e-04 |  1.5941e-01  2.3359e-01 5.33e-02 |  13.4 | 1.6e+00 
 1700 | 6.16e-04 6.80e-04 |  1.5799e-01  2.2960e-01 5.16e-02 |  14.2 | 6.2e+00 
 1800 | 8.09e-04 6.16e-04 |  1.5570e-01  2.2231e-01 4.83e-02 |  15.1 | 6.2e+00 
 1900 | 5.40e-04 5.83e-04 |  1.5426e-01  2.1909e-01 4.72e-02 |  15.9 | 6.2e+00 
 2000 | 8.81e-04 5.37e-04 |  1.5291e-01  2.1343e-01 4.43e-02 |  16.8 | 6.2e+00 
 2100 | 2.46e-04 5.27e-04 |  1.5198e-01  2.1110e-01 4.34e-02 |  17.6 | 1.6e+00 
 2200 | 5.14e-04 4.99e-04 |  1.5106e-01  2.0910e-01 4.27e-02 |  18.5 | 6.2e+00 
 2300 | 6.71e-04 4.65e-04 |  1.4980e-01  2.0490e-01 4.07e-02 |  19.3 | 6.2e+00 
 2400 | 3.28e-04 4.48e-04 |  1.4902e-01  2.0290e-01 3.99e-02 |  20.1 | 6.2e+00 
 2500 | 7.04e-04 4.20e-04 |  1.4819e-01  1.9947e-01 3.81e-02 |  21.0 | 6.2e+00 
 2600 | 1.93e-04 4.18e-04 |  1.4772e-01  1.9780e-01 3.72e-02 |  21.8 | 1.6e+00 
 2700 | 5.03e-04 3.98e-04 |  1.4712e-01  1.9648e-01 3.67e-02 |  22.6 | 6.2e+00 
 2800 | 1.87e-04 3.86e-04 |  1.4659e-01  1.9483e-01 3.60e-02 |  23.5 | 3.1e+00 
 2900 | 6.79e-04 3.68e-04 |  1.4594e-01  1.9290e-01 3.51e-02 |  24.3 | 1.2e+01 
 3000 | 3.55e-04 3.56e-04 |  1.4549e-01  1.9092e-01 3.40e-02 |  25.1 | 3.1e+00 
 3100 | 1.84e-04 3.52e-04 |  1.4524e-01  1.9011e-01 3.36e-02 |  26.0 | 3.1e+00 
 3200 | 4.94e-04 3.37e-04 |  1.4479e-01  1.8860e-01 3.29e-02 |  26.8 | 6.2e+00 
 3300 | 8.28e-05 3.32e-04 |  1.4444e-01  1.8770e-01 3.25e-02 |  27.6 | 3.1e+00 
 3400 | 5.47e-04 3.19e-04 |  1.4395e-01  1.8625e-01 3.18e-02 |  28.5 | 1.2e+01 
 3500 | 3.18e-04 3.10e-04 |  1.4363e-01  1.8472e-01 3.09e-02 |  29.3 | 3.1e+00 
 3600 | 1.71e-04 3.08e-04 |  1.4346e-01  1.8408e-01 3.06e-02 |  30.1 | 3.1e+00 
 3700 | 3.78e-04 2.98e-04 |  1.4318e-01  1.8294e-01 3.00e-02 |  31.0 | 3.1e+00 
 3800 | 6.44e-05 2.95e-04 |  1.4290e-01  1.8247e-01 2.99e-02 |  31.8 | 3.1e+00 
 3900 | 4.44e-04 2.84e-04 |  1.4245e-01  1.8141e-01 2.94e-02 |  32.7 | 1.2e+01 
 4000 | 2.78e-04 2.78e-04 |  1.4224e-01  1.8031e-01 2.88e-02 |  33.5 | 3.1e+00 
 4100 | 1.54e-04 2.76e-04 |  1.4220e-01  1.7979e-01 2.84e-02 |  34.3 | 3.1e+00 
 4200 | 3.57e-04 2.68e-04 |  1.4204e-01  1.7865e-01 2.77e-02 |  35.2 | 3.1e+00 
 4300 | 8.20e-05 2.66e-04 |  1.4172e-01  1.7816e-01 2.76e-02 |  36.0 | 3.1e+00 
 4400 | 3.82e-04 2.57e-04 |  1.4122e-01  1.7745e-01 2.75e-02 |  36.9 | 1.2e+01 
 4500 | 2.53e-04 2.52e-04 |  1.4112e-01  1.7675e-01 2.70e-02 |  37.7 | 3.1e+00 
 4600 | 1.38e-04 2.52e-04 |  1.4120e-01  1.7628e-01 2.66e-02 |  38.6 | 3.1e+00 
 4700 | 3.34e-04 2.44e-04 |  1.4114e-01  1.7501e-01 2.57e-02 |  39.4 | 3.1e+00 
 4800 | 1.15e-04 2.45e-04 |  1.4074e-01  1.7442e-01 2.56e-02 |  40.3 | 3.1e+00 
 4900 | 3.94e-04 2.35e-04 |  1.4012e-01  1.7409e-01 2.58e-02 |  41.1 | 1.2e+01 
 5000 | 2.54e-04 2.34e-04 |  1.4013e-01  1.7387e-01 2.57e-02 |  41.9 | 3.1e+00 
 5100 | 6.42e-05 2.38e-04 |  1.4031e-01  1.7365e-01 2.54e-02 |  42.8 | 1.6e+00 
 5200 | 1.25e-04 2.28e-04 |  1.4035e-01  1.7255e-01 2.45e-02 |  43.6 | 1.6e+00 
 5300 | 1.73e-04 2.24e-04 |  1.4010e-01  1.7221e-01 2.45e-02 |  44.4 | 3.1e+00 
 5400 | 6.01e-05 2.22e-04 |  1.3994e-01  1.7209e-01 2.45e-02 |  45.3 | 3.1e+00 
 5500 | 1.46e-04 2.17e-04 |  1.3981e-01  1.7148e-01 2.41e-02 |  46.1 | 6.2e+00 
 5600 | 2.17e-04 2.13e-04 |  1.3967e-01  1.7076e-01 2.37e-02 |  47.0 | 6.2e+00 
pobj and dobj both descend, pobj < dobj, help dual!
 5700 | 6.68e-03 1.97e-04 |  1.4021e-01  1.6869e-01 2.18e-02 |  47.8 | 1.0e+02 
 5800 | 8.70e-03 1.62e-04 |  1.3945e-01  1.6277e-01 1.79e-02 |  48.6 | 1.0e+02 
 5900 | 3.66e-03 1.38e-04 |  1.3650e-01  1.5805e-01 1.66e-02 |  49.4 | 5.0e+01 
 6000 | 3.59e-03 1.25e-04 |  1.3562e-01  1.5614e-01 1.59e-02 |  50.2 | 5.0e+01 
 6100 | 2.74e-03 1.18e-04 |  1.3537e-01  1.5448e-01 1.48e-02 |  51.1 | 2.5e+01 
 6200 | 2.21e-03 1.10e-04 |  1.3557e-01  1.5315e-01 1.36e-02 |  51.9 | 2.5e+01 
 6300 | 1.44e-03 1.10e-04 |  1.3569e-01  1.5181e-01 1.25e-02 |  52.7 | 1.2e+01 
 6400 | 9.02e-04 1.04e-04 |  1.3570e-01  1.5081e-01 1.17e-02 |  53.5 | 1.2e+01 
 6500 | 5.33e-04 1.06e-04 |  1.3553e-01  1.4983e-01 1.11e-02 |  54.4 | 6.2e+00 
 6600 | 2.74e-04 1.03e-04 |  1.3520e-01  1.4932e-01 1.10e-02 |  55.2 | 6.2e+00 
 6700 | 1.28e-04 1.06e-04 |  1.3492e-01  1.4883e-01 1.08e-02 |  56.0 | 3.1e+00 
 6800 | 2.94e-05 1.04e-04 |  1.3463e-01  1.4876e-01 1.10e-02 |  56.9 | 3.1e+00 
 6900 | 4.27e-05 1.00e-04 |  1.3454e-01  1.4905e-01 1.13e-02 |  57.7 | 1.6e+00 
 7000 | 4.89e-05 9.81e-05 |  1.3454e-01  1.4929e-01 1.15e-02 |  58.5 | 1.6e+00 
 7100 | 6.56e-05 9.58e-05 |  1.3454e-01  1.4929e-01 1.15e-02 |  59.3 | 3.1e+00 
 7200 | 6.39e-05 9.47e-05 |  1.3453e-01  1.4929e-01 1.15e-02 |  60.1 | 3.1e+00 
 7300 | 5.98e-05 9.34e-05 |  1.3448e-01  1.4927e-01 1.15e-02 |  61.0 | 6.2e+00 
 7400 | 5.07e-05 9.23e-05 |  1.3444e-01  1.4927e-01 1.15e-02 |  61.8 | 6.2e+00 
 7500 | 5.41e-05 9.06e-05 |  1.3438e-01  1.4913e-01 1.15e-02 |  62.6 | 1.2e+01 
 7600 | 6.81e-05 8.90e-05 |  1.3432e-01  1.4897e-01 1.14e-02 |  63.5 | 1.2e+01 
pobj and dobj both descend, pobj < dobj, help dual!
 7700 | 1.12e-03 8.56e-05 |  1.3420e-01  1.4861e-01 1.12e-02 |  64.3 | 1.0e+02 
 7800 | 1.95e-03 7.87e-05 |  1.3376e-01  1.4746e-01 1.07e-02 |  65.1 | 1.0e+02 
 7900 | 9.29e-04 7.39e-05 |  1.3309e-01  1.4641e-01 1.04e-02 |  65.9 | 5.0e+01 
 8000 | 9.73e-04 7.05e-05 |  1.3298e-01  1.4584e-01 1.01e-02 |  66.8 | 5.0e+01 
 8100 | 7.42e-04 6.84e-05 |  1.3302e-01  1.4537e-01 9.66e-03 |  67.6 | 2.5e+01 
 8200 | 6.06e-04 6.63e-05 |  1.3322e-01  1.4493e-01 9.16e-03 |  68.4 | 2.5e+01 
 8300 | 3.75e-04 6.55e-05 |  1.3332e-01  1.4449e-01 8.75e-03 |  69.3 | 1.2e+01 
 8400 | 2.19e-04 6.40e-05 |  1.3336e-01  1.4416e-01 8.45e-03 |  70.1 | 1.2e+01 
 8500 | 1.17e-04 6.37e-05 |  1.3335e-01  1.4389e-01 8.25e-03 |  70.9 | 6.2e+00 
 8600 | 6.27e-05 6.30e-05 |  1.3329e-01  1.4374e-01 8.18e-03 |  71.7 | 6.2e+00 
 8700 | 3.33e-05 6.31e-05 |  1.3323e-01  1.4360e-01 8.12e-03 |  72.6 | 3.1e+00 
 8800 | 1.09e-05 6.29e-05 |  1.3316e-01  1.4355e-01 8.14e-03 |  73.4 | 3.1e+00 
