Loaded problem from /mnt/c/Users/mpeet/AppData/Local/Temp/claude/C--Users-mpeet-OneDrive-Documents-GitHub-PIETOOLS-PIETOOLS/a69ac9db-6cc4-4fd1-9dcb-b003878763dd/scratchpad/work/baseline/dumps/h2est_rd1/
              vector length: 814
      number of constraints: 198
           number of blocks: 8
  number of non-zeros in At: 2559
  number of non-zeros in  b: 11
  number of non-zeros in  C: 1

Analysis of the blk vector:
        1 u. block of size  25
        2 matrices of size    1 (small)
        1 matrices of size    8 (small)
        1 matrices of size   10 (small)
        1 matrices of size   12 (small)
        1 matrices of size   17 (small)
        1 matrices of size   30 (small)

 ||C|| = 2, ||b|| = 2

Problem parameters:
              solver max iter: 2000000
       KKT stopping tolerance: 1e-06
       sigma update threshold: 500
         sigma update stage 1: 50
         sigma update stage 2: 100
                  switch admm: 0
         switch proj max iter: 0
              switch proj tol: 0.01
                     sigscale: 2
                initial sigma: 100
    initial projection method: EIG_FP64
      final projection method: EIG_FP64
                   use LOBPCG: true
              LOBPCG max iter: 20
             LOBPCG tolerance: 1e-05
             LOBPCG warmstart: true
                 LOBPCG ratio: 0.03
            LOBPCG relaxation: 1.2
        LOBPCG rank threshold: 1e-05
           small matrix limit: 32
          medium matrix limit: 1000

 ------------------------------------------------------------------------------
                                   cuADMM
 ------------------------------------------------------------------------------
  it. | p infeas d infeas | primal obj.   dual obj. rel. gap |  time |   sigma 
 ------------------------------------------------------------------------------
 --------------- Starting with projection method EIG_FP64 ---------------------
    0 | 5.00e-01 5.00e-01 |  0.0000e+00  0.0000e+00 0.00e+00 |   0.1 | 1.0e+02 
   50 | 6.24e-02 4.93e-03 |  2.1716e-02  1.3768e-01 1.00e-01 |   0.5 | 3.1e+00 
  100 | 1.58e-02 2.19e-02 |  1.9109e-01  3.6181e-01 1.10e-01 |   0.8 | 1.6e+00 
  150 | 9.97e-03 2.14e-02 |  1.3636e-01  2.6947e-01 9.47e-02 |   1.1 | 7.8e-01 
  200 | 7.67e-03 1.26e-02 |  1.2229e-01  2.5189e-01 9.43e-02 |   1.4 | 3.9e-01 
  300 | 6.50e-03 6.20e-03 |  1.1025e-01  2.1839e-01 8.14e-02 |   2.1 | 1.6e+00 
  400 | 5.13e-03 4.06e-03 |  9.1093e-02  1.8467e-01 7.34e-02 |   2.7 | 1.6e+00 
  500 | 5.26e-03 3.46e-03 |  8.8496e-02  1.7451e-01 6.81e-02 |   3.4 | 1.6e+00 
  600 | 5.23e-03 2.94e-03 |  7.6866e-02  1.5457e-01 6.31e-02 |   4.1 | 3.1e+00 
  700 | 3.02e-03 3.24e-03 |  7.9886e-02  1.5751e-01 6.27e-02 |   4.7 | 1.6e+00 
  800 | 1.09e-03 5.31e-03 |  7.2930e-02  1.4544e-01 5.95e-02 |   5.4 | 3.9e-01 
  900 | 2.92e-03 2.99e-03 |  6.8677e-02  1.3949e-01 5.86e-02 |   6.0 | 7.8e-01 
 1000 | 3.78e-03 3.28e-03 |  7.2155e-02  1.4216e-01 5.77e-02 |   6.7 | 7.8e-01 
 1100 | 2.66e-03 2.52e-03 |  6.6016e-02  1.3263e-01 5.56e-02 |   7.3 | 7.8e-01 
 1200 | 1.05e-03 2.44e-03 |  6.6632e-02  1.3391e-01 5.60e-02 |   8.0 | 7.8e-01 
 1300 | 2.33e-03 1.69e-03 |  6.4657e-02  1.2830e-01 5.33e-02 |   8.7 | 3.1e+00 
 1400 | 5.31e-04 2.01e-03 |  6.1884e-02  1.2366e-01 5.21e-02 |   9.3 | 7.8e-01 
 1500 | 2.21e-03 1.49e-03 |  5.9216e-02  1.1901e-01 5.08e-02 |  10.0 | 3.1e+00 
 1600 | 5.41e-04 1.73e-03 |  5.9199e-02  1.1863e-01 5.05e-02 |  10.6 | 7.8e-01 
 1700 | 2.03e-03 1.36e-03 |  5.8007e-02  1.1507e-01 4.86e-02 |  11.3 | 3.1e+00 
 1800 | 5.54e-04 1.77e-03 |  5.6068e-02  1.1201e-01 4.79e-02 |  11.9 | 7.8e-01 
 1900 | 2.17e-03 1.24e-03 |  5.3749e-02  1.0807e-01 4.68e-02 |  12.6 | 3.1e+00 
 2000 | 7.22e-04 1.65e-03 |  5.4008e-02  1.0845e-01 4.68e-02 |  13.3 | 7.8e-01 
 2100 | 2.30e-03 1.18e-03 |  5.3686e-02  1.0622e-01 4.53e-02 |  13.9 | 3.1e+00 
 2200 | 7.66e-04 1.83e-03 |  5.2007e-02  1.0387e-01 4.49e-02 |  14.6 | 7.8e-01 
 2300 | 2.47e-03 1.12e-03 |  4.9728e-02  1.0002e-01 4.37e-02 |  15.2 | 3.1e+00 
 2400 | 9.51e-04 1.76e-03 |  5.0248e-02  1.0117e-01 4.42e-02 |  15.9 | 7.8e-01 
 2500 | 2.71e-03 1.11e-03 |  5.0617e-02  9.9794e-02 4.27e-02 |  16.5 | 3.1e+00 
 2600 | 1.00e-03 1.99e-03 |  4.8968e-02  9.7822e-02 4.26e-02 |  17.2 | 7.8e-01 
 2700 | 1.87e-03 1.18e-03 |  4.7230e-02  9.4707e-02 4.16e-02 |  17.8 | 1.6e+00 
 2800 | 5.28e-04 2.68e-03 |  4.7907e-02  9.6431e-02 4.24e-02 |  18.5 | 3.9e-01 
 2900 | 2.16e-03 1.12e-03 |  4.8900e-02  9.6695e-02 4.17e-02 |  19.1 | 1.6e+00 
 3000 | 4.39e-04 2.64e-03 |  4.7502e-02  9.4779e-02 4.14e-02 |  19.8 | 3.9e-01 
 3100 | 1.96e-03 1.06e-03 |  4.6034e-02  9.2422e-02 4.07e-02 |  20.4 | 1.6e+00 
 3200 | 5.35e-04 2.65e-03 |  4.6795e-02  9.4197e-02 4.15e-02 |  21.1 | 3.9e-01 
 3300 | 2.28e-03 1.14e-03 |  4.7790e-02  9.4329e-02 4.07e-02 |  21.7 | 1.6e+00 
 3400 | 4.96e-04 2.79e-03 |  4.6455e-02  9.2693e-02 4.06e-02 |  22.4 | 3.9e-01 
 3500 | 2.03e-03 1.05e-03 |  4.4912e-02  9.0098e-02 3.98e-02 |  23.0 | 1.6e+00 
 3600 | 5.83e-04 2.77e-03 |  4.5673e-02  9.2025e-02 4.07e-02 |  23.7 | 3.9e-01 
 3700 | 2.42e-03 1.15e-03 |  4.6816e-02  9.2272e-02 3.99e-02 |  24.3 | 1.6e+00 
 3800 | 5.08e-04 2.95e-03 |  4.5480e-02  9.0721e-02 3.98e-02 |  25.0 | 3.9e-01 
 3900 | 2.10e-03 1.05e-03 |  4.3870e-02  8.7913e-02 3.89e-02 |  25.6 | 1.6e+00 
 4000 | 6.27e-04 2.93e-03 |  4.4672e-02  9.0093e-02 4.00e-02 |  26.3 | 3.9e-01 
 4100 | 2.60e-03 1.17e-03 |  4.5942e-02  9.0389e-02 3.91e-02 |  26.9 | 1.6e+00 
 4200 | 5.06e-04 3.12e-03 |  4.4608e-02  8.8942e-02 3.91e-02 |  27.6 | 3.9e-01 
 4300 | 2.20e-03 1.07e-03 |  4.2890e-02  8.5844e-02 3.81e-02 |  28.2 | 1.6e+00 
 4400 | 6.83e-04 3.11e-03 |  4.3766e-02  8.8355e-02 3.94e-02 |  28.9 | 3.9e-01 
 4500 | 2.81e-03 1.19e-03 |  4.5138e-02  8.8625e-02 3.84e-02 |  29.6 | 1.6e+00 
 4600 | 5.60e-04 3.31e-03 |  4.3831e-02  8.7398e-02 3.85e-02 |  30.2 | 3.9e-01 
 4700 | 2.33e-03 1.09e-03 |  4.1984e-02  8.3903e-02 3.72e-02 |  30.8 | 1.6e+00 
 4800 | 7.44e-04 3.28e-03 |  4.2943e-02  8.6774e-02 3.88e-02 |  31.5 | 3.9e-01 
 4900 | 2.97e-03 1.23e-03 |  4.4363e-02  8.6925e-02 3.76e-02 |  32.2 | 1.6e+00 
 5000 | 5.97e-04 3.50e-03 |  4.3111e-02  8.6022e-02 3.80e-02 |  32.8 | 3.9e-01 
 5100 | 1.58e-03 1.15e-03 |  4.1585e-02  8.3210e-02 3.70e-02 |  33.4 | 7.8e-01 
 5200 | 6.71e-04 1.47e-03 |  4.2140e-02  8.4648e-02 3.77e-02 |  34.1 | 7.8e-01 
 5300 | 1.25e-03 8.04e-04 |  4.2558e-02  8.4750e-02 3.74e-02 |  34.7 | 1.6e+00 
 5400 | 7.46e-04 7.76e-04 |  4.1583e-02  8.3078e-02 3.69e-02 |  35.4 | 1.6e+00 
 5500 | 3.65e-04 7.68e-04 |  4.1305e-02  8.2696e-02 3.68e-02 |  36.0 | 7.8e-01 
 5600 | 2.51e-04 7.11e-04 |  4.1182e-02  8.2433e-02 3.67e-02 |  36.7 | 7.8e-01 
 5700 | 2.02e-04 6.67e-04 |  4.1041e-02  8.2068e-02 3.65e-02 |  37.3 | 1.6e+00 
pobj and dobj both descend, pobj < dobj, help dual!
 5800 | 3.17e-02 5.33e-04 |  3.8895e-02  7.3273e-02 3.09e-02 |  38.0 | 1.0e+02 
 5900 | 6.44e-02 3.11e-04 |  3.1214e-02  5.4498e-02 2.14e-02 |  38.6 | 2.0e+02 
 6000 | 3.62e-02 2.05e-04 |  2.4644e-02  4.3314e-02 1.75e-02 |  39.2 | 2.0e+02 
 6100 | 1.82e-02 1.61e-04 |  2.1102e-02  3.8458e-02 1.64e-02 |  39.8 | 1.0e+02 
 6200 | 1.48e-02 1.39e-04 |  1.9545e-02  3.6126e-02 1.57e-02 |  40.5 | 1.0e+02 
 6300 | 1.07e-02 1.40e-04 |  1.8498e-02  3.4719e-02 1.54e-02 |  41.1 | 5.0e+01 
 6400 | 9.06e-03 1.32e-04 |  1.7735e-02  3.3715e-02 1.52e-02 |  41.8 | 5.0e+01 
 6500 | 6.66e-03 1.43e-04 |  1.7324e-02  3.3406e-02 1.53e-02 |  42.4 | 2.5e+01 
 6600 | 5.52e-03 1.47e-04 |  1.6951e-02  3.3116e-02 1.54e-02 |  43.0 | 2.5e+01 
 6700 | 4.64e-03 1.69e-04 |  1.6753e-02  3.3284e-02 1.57e-02 |  43.7 | 1.2e+01 
 6800 | 4.15e-03 1.84e-04 |  1.6580e-02  3.3359e-02 1.60e-02 |  44.4 | 1.2e+01 
 6900 | 3.27e-03 2.72e-04 |  1.6559e-02  3.3803e-02 1.64e-02 |  45.0 | 6.2e+00 
 7000 | 1.81e-03 3.60e-04 |  1.6626e-02  3.3866e-02 1.64e-02 |  45.7 | 6.2e+00 
 7100 | 9.05e-04 4.78e-04 |  1.6691e-02  3.3771e-02 1.63e-02 |  46.3 | 3.1e+00 
 7200 | 4.95e-04 4.65e-04 |  1.6751e-02  3.3438e-02 1.59e-02 |  47.0 | 3.1e+00 
 7300 | 4.50e-04 3.82e-04 |  1.6772e-02  3.3351e-02 1.58e-02 |  47.6 | 1.6e+00 
 7400 | 5.29e-04 3.22e-04 |  1.6744e-02  3.3301e-02 1.58e-02 |  48.3 | 1.6e+00 
 7500 | 4.33e-04 4.58e-04 |  1.6695e-02  3.3315e-02 1.58e-02 |  48.9 | 7.8e-01 
 7600 | 2.59e-04 5.47e-04 |  1.6630e-02  3.3222e-02 1.58e-02 |  49.6 | 7.8e-01 
 7700 | 3.50e-04 4.06e-04 |  1.6527e-02  3.3016e-02 1.57e-02 |  50.3 | 1.6e+00 
 7800 | 5.25e-04 2.24e-04 |  1.6465e-02  3.2996e-02 1.58e-02 |  50.9 | 1.6e+00 
 7900 | 4.25e-04 4.56e-04 |  1.6476e-02  3.3188e-02 1.59e-02 |  51.6 | 7.8e-01 
 8000 | 1.67e-04 6.92e-04 |  1.6523e-02  3.3164e-02 1.59e-02 |  52.3 | 7.8e-01 
 8100 | 4.72e-04 5.48e-04 |  1.6615e-02  3.2943e-02 1.56e-02 |  52.9 | 1.6e+00 
 8200 | 7.56e-04 2.72e-04 |  1.6655e-02  3.3007e-02 1.56e-02 |  53.6 | 1.6e+00 
 8300 | 6.29e-04 6.25e-04 |  1.6621e-02  3.3308e-02 1.59e-02 |  54.3 | 7.8e-01 
 8400 | 2.44e-04 9.61e-04 |  1.6531e-02  3.3066e-02 1.58e-02 |  55.0 | 7.8e-01 
 8500 | 6.85e-04 7.07e-04 |  1.6345e-02  3.2392e-02 1.53e-02 |  55.6 | 1.6e+00 
 8600 | 1.03e-03 3.08e-04 |  1.6241e-02  3.2431e-02 1.54e-02 |  56.3 | 1.6e+00 
 8700 | 8.35e-04 7.75e-04 |  1.6282e-02  3.3217e-02 1.61e-02 |  56.9 | 7.8e-01 
 8800 | 3.45e-04 1.24e-03 |  1.6421e-02  3.3104e-02 1.59e-02 |  57.6 | 7.8e-01 
