Loaded problem from /mnt/c/Users/mpeet/AppData/Local/Temp/claude/C--Users-mpeet-OneDrive-Documents-GitHub-PIETOOLS-PIETOOLS/a69ac9db-6cc4-4fd1-9dcb-b003878763dd/scratchpad/work/baseline/dumps/h2c_rd1/
              vector length: 809
      number of constraints: 272
           number of blocks: 9
  number of non-zeros in At: 2337
  number of non-zeros in  b: 2
  number of non-zeros in  C: 1

Analysis of the blk vector:
        1 u. block of size  44
        3 matrices of size    1 (small)
        1 matrices of size    7 (small)
        1 matrices of size   10 (small)
        1 matrices of size   12 (small)
        1 matrices of size   16 (small)
        1 matrices of size   30 (small)

 ||C|| = 2, ||b|| = 2

Problem parameters:
              solver max iter: 2000000
       KKT stopping tolerance: 0.0001
       sigma update threshold: 500
         sigma update stage 1: 50
         sigma update stage 2: 100
                  switch admm: 0
         switch proj max iter: 0
              switch proj tol: 0.01
                     sigscale: 2
                initial sigma: 100
    initial projection method: EIG_FP64
      final projection method: EIG_FP64
                   use LOBPCG: true
              LOBPCG max iter: 20
             LOBPCG tolerance: 1e-05
             LOBPCG warmstart: true
                 LOBPCG ratio: 0.03
            LOBPCG relaxation: 1.2
        LOBPCG rank threshold: 1e-05
           small matrix limit: 32
          medium matrix limit: 1000

 ------------------------------------------------------------------------------
                                   cuADMM
 ------------------------------------------------------------------------------
  it. | p infeas d infeas | primal obj.   dual obj. rel. gap |  time |   sigma 
 ------------------------------------------------------------------------------
 --------------- Starting with projection method EIG_FP64 ---------------------
 8900 | 3.99e-03 5.64e-05 |  2.0776e-01  2.0730e-01 3.27e-04 |  78.7 | 2.5e+01 
 9000 | 2.61e-03 5.49e-05 |  2.0713e-01  2.0725e-01 8.46e-05 |  79.5 | 2.5e+01 
 9100 | 1.54e-03 6.32e-05 |  2.0661e-01  2.0745e-01 5.96e-04 |  80.4 | 1.2e+01 
 9200 | 9.88e-04 5.74e-05 |  2.0614e-01  2.0748e-01 9.51e-04 |  81.3 | 1.2e+01 
 9300 | 7.81e-04 5.92e-05 |  2.0606e-01  2.0768e-01 1.14e-03 |  82.2 | 6.2e+00 
 9400 | 6.69e-04 5.61e-05 |  2.0605e-01  2.0775e-01 1.21e-03 |  83.1 | 6.2e+00 
 9500 | 5.90e-04 5.80e-05 |  2.0615e-01  2.0808e-01 1.36e-03 |  83.9 | 3.1e+00 
 9600 | 5.43e-04 5.67e-05 |  2.0621e-01  2.0817e-01 1.38e-03 |  84.8 | 3.1e+00 
 9700 | 4.55e-04 6.43e-05 |  2.0622e-01  2.0832e-01 1.49e-03 |  85.7 | 1.6e+00 
 9800 | 3.99e-04 6.66e-05 |  2.0619e-01  2.0846e-01 1.60e-03 |  86.6 | 1.6e+00 
 9900 | 3.39e-04 8.82e-05 |  2.0615e-01  2.0880e-01 1.87e-03 |  87.5 | 7.8e-01 
 10000 | 2.93e-04 9.99e-05 |  2.0611e-01  2.0920e-01 2.18e-03 |  88.4 | 7.8e-01 
 10100 | 2.54e-04 1.50e-04 |  2.0606e-01  2.1004e-01 2.80e-03 |  89.2 | 3.9e-01 
 10200 | 2.24e-04 1.71e-04 |  2.0601e-01  2.1086e-01 3.42e-03 |  90.1 | 3.9e-01 
 10300 | 2.00e-04 1.86e-04 |  2.0596e-01  2.1147e-01 3.89e-03 |  91.0 | 3.9e-01 
 10400 | 1.77e-04 1.93e-04 |  2.0590e-01  2.1186e-01 4.20e-03 |  91.9 | 3.9e-01 
 10500 | 1.55e-04 1.96e-04 |  2.0584e-01  2.1208e-01 4.40e-03 |  92.8 | 3.9e-01 
 10600 | 1.35e-04 1.96e-04 |  2.0579e-01  2.1224e-01 4.55e-03 |  93.7 | 3.9e-01 
 10700 | 1.16e-04 1.93e-04 |  2.0574e-01  2.1239e-01 4.69e-03 |  94.6 | 3.9e-01 
 10800 | 9.82e-05 1.88e-04 |  2.0570e-01  2.1251e-01 4.80e-03 |  95.5 | 3.9e-01 
 10900 | 8.28e-05 1.82e-04 |  2.0566e-01  2.1254e-01 4.85e-03 |  96.4 | 3.9e-01 
 11000 | 6.96e-05 1.75e-04 |  2.0562e-01  2.1250e-01 4.85e-03 |  97.3 | 3.9e-01 
 11100 | 6.13e-05 1.55e-04 |  2.0558e-01  2.1232e-01 4.75e-03 |  98.2 | 7.8e-01 
 11200 | 6.36e-05 1.40e-04 |  2.0555e-01  2.1198e-01 4.53e-03 |  99.1 | 7.8e-01 
 11300 | 6.60e-05 1.26e-04 |  2.0552e-01  2.1176e-01 4.40e-03 | 100.1 | 7.8e-01 
pobj and dobj both descend, pobj < dobj, help dual!
 11400 | 5.39e-03 6.44e-05 |  2.0574e-01  2.1139e-01 3.99e-03 | 101.0 | 1.0e+02 
 11500 | 3.04e-03 3.74e-05 |  2.0626e-01  2.0896e-01 1.90e-03 | 101.9 | 1.0e+02 
 11600 | 1.80e-03 3.30e-05 |  2.0513e-01  2.0887e-01 2.65e-03 | 102.7 | 1.0e+02 
 11700 | 1.79e-03 3.10e-05 |  2.0534e-01  2.0888e-01 2.50e-03 | 103.6 | 1.0e+02 
 11800 | 1.86e-03 2.94e-05 |  2.0534e-01  2.0866e-01 2.35e-03 | 104.5 | 1.0e+02 
 11900 | 1.79e-03 2.78e-05 |  2.0529e-01  2.0850e-01 2.27e-03 | 105.4 | 1.0e+02 
 12000 | 1.72e-03 2.65e-05 |  2.0528e-01  2.0838e-01 2.19e-03 | 106.2 | 1.0e+02 
 12100 | 1.36e-03 2.55e-05 |  2.0517e-01  2.0825e-01 2.17e-03 | 107.1 | 5.0e+01 
 12200 | 1.11e-03 2.48e-05 |  2.0512e-01  2.0821e-01 2.19e-03 | 108.0 | 5.0e+01 
pobj and dobj both descend, pobj < dobj, help dual!
 12300 | 1.09e-03 2.37e-05 |  2.0515e-01  2.0816e-01 2.13e-03 | 108.9 | 1.0e+02 
 12400 | 1.06e-03 2.27e-05 |  2.0519e-01  2.0805e-01 2.02e-03 | 109.7 | 1.0e+02 
 12500 | 1.05e-03 2.18e-05 |  2.0520e-01  2.0796e-01 1.95e-03 | 110.6 | 1.0e+02 
 12600 | 1.06e-03 2.09e-05 |  2.0519e-01  2.0787e-01 1.90e-03 | 111.5 | 1.0e+02 
 12700 | 1.05e-03 2.01e-05 |  2.0516e-01  2.0779e-01 1.86e-03 | 112.3 | 1.0e+02 
 12800 | 1.04e-03 1.93e-05 |  2.0513e-01  2.0771e-01 1.83e-03 | 113.2 | 1.0e+02 
 12900 | 1.03e-03 1.86e-05 |  2.0509e-01  2.0762e-01 1.79e-03 | 114.1 | 1.0e+02 
pobj and dobj both descend, pobj < dobj, help dual!
 13000 | 1.02e-03 1.79e-05 |  2.0505e-01  2.0754e-01 1.76e-03 | 115.0 | 1.0e+02 
 13100 | 8.88e-04 1.74e-05 |  2.0494e-01  2.0746e-01 1.78e-03 | 115.8 | 5.0e+01 
 13200 | 7.94e-04 1.70e-05 |  2.0488e-01  2.0742e-01 1.80e-03 | 116.7 | 5.0e+01 
 13300 | 7.26e-04 1.65e-05 |  2.0484e-01  2.0735e-01 1.78e-03 | 117.6 | 5.0e+01 
 13400 | 6.76e-04 1.61e-05 |  2.0480e-01  2.0728e-01 1.76e-03 | 118.5 | 5.0e+01 
pobj and dobj both descend, pobj < dobj, help dual!
 13500 | 6.84e-04 1.55e-05 |  2.0478e-01  2.0722e-01 1.73e-03 | 119.3 | 1.0e+02 
