Loaded problem from /mnt/c/Users/mpeet/AppData/Local/Temp/claude/C--Users-mpeet-OneDrive-Documents-GitHub-PIETOOLS-PIETOOLS/a69ac9db-6cc4-4fd1-9dcb-b003878763dd/scratchpad/work/baseline/dumps/hinf_rd1/
              vector length: 687
      number of constraints: 242
           number of blocks: 5
  number of non-zeros in At: 1945
  number of non-zeros in  b: 2
  number of non-zeros in  C: 1

Analysis of the blk vector:
        1 u. block of size  44
        1 matrices of size    1 (small)
        1 matrices of size   10 (small)
        1 matrices of size   13 (small)
        1 matrices of size   31 (small)

 ||C|| = 2, ||b|| = 2

Problem parameters:
              solver max iter: 2000000
       KKT stopping tolerance: 1e-06
       sigma update threshold: 500
         sigma update stage 1: 50
         sigma update stage 2: 100
                  switch admm: 0
         switch proj max iter: 0
              switch proj tol: 0.01
                     sigscale: 2
                initial sigma: 100
    initial projection method: EIG_FP64
      final projection method: EIG_FP64
                   use LOBPCG: true
              LOBPCG max iter: 20
             LOBPCG tolerance: 1e-05
             LOBPCG warmstart: true
                 LOBPCG ratio: 0.03
            LOBPCG relaxation: 1.2
        LOBPCG rank threshold: 1e-05
           small matrix limit: 32
          medium matrix limit: 1000

 ------------------------------------------------------------------------------
                                   cuADMM
 ------------------------------------------------------------------------------
  it. | p infeas d infeas | primal obj.   dual obj. rel. gap |  time |   sigma 
 ------------------------------------------------------------------------------
 --------------- Starting with projection method EIG_FP64 ---------------------
 9000 | 1.71e-05 1.86e-05 |  2.5833e-01  2.5879e-01 3.05e-04 |  50.3 | 3.1e+00 
 9100 | 1.68e-05 1.84e-05 |  2.5833e-01  2.5879e-01 3.05e-04 |  50.9 | 6.2e+00 
 9200 | 1.67e-05 1.81e-05 |  2.5833e-01  2.5879e-01 3.01e-04 |  51.4 | 6.2e+00 
 9300 | 2.00e-05 1.77e-05 |  2.5833e-01  2.5878e-01 2.98e-04 |  52.0 | 1.2e+01 
 9400 | 2.18e-05 1.72e-05 |  2.5833e-01  2.5877e-01 2.91e-04 |  52.5 | 1.2e+01 
 9500 | 1.80e-05 1.70e-05 |  2.5832e-01  2.5875e-01 2.86e-04 |  53.1 | 6.2e+00 
 9600 | 1.67e-05 1.68e-05 |  2.5832e-01  2.5875e-01 2.84e-04 |  53.7 | 6.2e+00 
 9700 | 1.58e-05 1.67e-05 |  2.5832e-01  2.5874e-01 2.77e-04 |  54.3 | 3.1e+00 
 9800 | 1.51e-05 1.66e-05 |  2.5833e-01  2.5874e-01 2.74e-04 |  54.8 | 3.1e+00 
 9900 | 1.49e-05 1.64e-05 |  2.5833e-01  2.5874e-01 2.73e-04 |  55.4 | 6.2e+00 
 10000 | 1.48e-05 1.62e-05 |  2.5833e-01  2.5874e-01 2.70e-04 |  55.9 | 6.2e+00 
 10100 | 1.76e-05 1.58e-05 |  2.5833e-01  2.5873e-01 2.67e-04 |  56.5 | 1.2e+01 
 10200 | 1.91e-05 1.55e-05 |  2.5832e-01  2.5872e-01 2.62e-04 |  57.0 | 1.2e+01 
 10300 | 1.95e-05 1.52e-05 |  2.5832e-01  2.5871e-01 2.59e-04 |  57.6 | 1.2e+01 
 10400 | 1.93e-05 1.49e-05 |  2.5832e-01  2.5870e-01 2.55e-04 |  58.1 | 1.2e+01 
 10500 | 1.90e-05 1.46e-05 |  2.5831e-01  2.5869e-01 2.52e-04 |  58.7 | 1.2e+01 
pobj and dobj both descend, pobj < dobj, help dual!
 10600 | 1.87e-05 1.43e-05 |  2.5831e-01  2.5869e-01 2.49e-04 |  59.3 | 1.0e+02 
 10700 | 3.37e-04 1.27e-05 |  2.5841e-01  2.5867e-01 1.70e-04 |  59.8 | 1.0e+02 
 10800 | 4.19e-04 1.12e-05 |  2.5867e-01  2.5861e-01 3.96e-05 |  60.4 | 1.0e+02 
 10900 | 5.22e-04 9.74e-06 |  2.5882e-01  2.5856e-01 1.68e-04 |  60.9 | 1.0e+02 
 11000 | 4.43e-04 8.67e-06 |  2.5872e-01  2.5852e-01 1.32e-04 |  61.5 | 1.0e+02 
 11100 | 2.36e-04 8.35e-06 |  2.5838e-01  2.5846e-01 5.03e-05 |  62.0 | 5.0e+01 
 11200 | 1.60e-04 7.66e-06 |  2.5817e-01  2.5846e-01 1.93e-04 |  62.6 | 5.0e+01 
 11300 | 1.12e-04 7.06e-06 |  2.5812e-01  2.5847e-01 2.31e-04 |  63.2 | 5.0e+01 
 11400 | 7.81e-05 6.68e-06 |  2.5819e-01  2.5847e-01 1.84e-04 |  63.7 | 5.0e+01 
 11500 | 7.37e-05 6.40e-06 |  2.5823e-01  2.5847e-01 1.55e-04 |  64.3 | 5.0e+01 
 11600 | 7.10e-05 6.14e-06 |  2.5824e-01  2.5846e-01 1.45e-04 |  64.8 | 5.0e+01 
 11700 | 6.74e-05 5.90e-06 |  2.5823e-01  2.5845e-01 1.44e-04 |  65.4 | 5.0e+01 
 11800 | 6.27e-05 5.67e-06 |  2.5823e-01  2.5844e-01 1.41e-04 |  66.0 | 5.0e+01 
 11900 | 5.85e-05 5.46e-06 |  2.5823e-01  2.5844e-01 1.37e-04 |  66.5 | 5.0e+01 
 12000 | 5.47e-05 5.25e-06 |  2.5823e-01  2.5843e-01 1.35e-04 |  67.1 | 5.0e+01 
 12100 | 4.29e-05 5.15e-06 |  2.5822e-01  2.5842e-01 1.32e-04 |  67.7 | 2.5e+01 
 12200 | 3.27e-05 5.05e-06 |  2.5822e-01  2.5842e-01 1.36e-04 |  68.2 | 2.5e+01 
 12300 | 2.68e-05 4.95e-06 |  2.5822e-01  2.5842e-01 1.36e-04 |  68.8 | 2.5e+01 
 12400 | 2.40e-05 4.85e-06 |  2.5822e-01  2.5842e-01 1.35e-04 |  69.3 | 2.5e+01 
 12500 | 2.11e-05 4.77e-06 |  2.5822e-01  2.5842e-01 1.30e-04 |  69.9 | 2.5e+01 
 12600 | 2.26e-05 4.69e-06 |  2.5823e-01  2.5842e-01 1.26e-04 |  70.4 | 2.5e+01 
 12700 | 1.97e-05 4.61e-06 |  2.5823e-01  2.5842e-01 1.25e-04 |  71.0 | 2.5e+01 
 12800 | 1.97e-05 4.53e-06 |  2.5823e-01  2.5841e-01 1.22e-04 |  71.5 | 2.5e+01 
 12900 | 1.97e-05 4.46e-06 |  2.5823e-01  2.5841e-01 1.20e-04 |  72.1 | 2.5e+01 
 13000 | 1.86e-05 4.39e-06 |  2.5823e-01  2.5841e-01 1.18e-04 |  72.7 | 2.5e+01 
 13100 | 1.81e-05 4.35e-06 |  2.5823e-01  2.5841e-01 1.13e-04 |  73.3 | 1.2e+01 
 13200 | 1.70e-05 4.31e-06 |  2.5824e-01  2.5841e-01 1.12e-04 |  73.8 | 1.2e+01 
 13300 | 1.65e-05 4.28e-06 |  2.5824e-01  2.5841e-01 1.09e-04 |  74.4 | 1.2e+01 
 13400 | 1.63e-05 4.24e-06 |  2.5825e-01  2.5841e-01 1.06e-04 |  75.0 | 1.2e+01 
 13500 | 1.56e-05 4.21e-06 |  2.5825e-01  2.5841e-01 1.03e-04 |  75.5 | 1.2e+01 
 13600 | 1.54e-05 4.18e-06 |  2.5825e-01  2.5840e-01 1.00e-04 |  76.1 | 1.2e+01 
 13700 | 1.50e-05 4.14e-06 |  2.5825e-01  2.5840e-01 9.81e-05 |  76.7 | 1.2e+01 
 13800 | 1.46e-05 4.11e-06 |  2.5826e-01  2.5840e-01 9.57e-05 |  77.2 | 1.2e+01 
 13900 | 1.44e-05 4.08e-06 |  2.5826e-01  2.5840e-01 9.35e-05 |  77.8 | 1.2e+01 
 14000 | 1.40e-05 4.05e-06 |  2.5826e-01  2.5840e-01 9.16e-05 |  78.4 | 1.2e+01 
 14100 | 1.35e-05 4.03e-06 |  2.5827e-01  2.5840e-01 8.82e-05 |  78.9 | 6.2e+00 
 14200 | 1.30e-05 4.02e-06 |  2.5827e-01  2.5840e-01 8.52e-05 |  79.5 | 6.2e+00 
 14300 | 1.25e-05 4.00e-06 |  2.5827e-01  2.5840e-01 8.30e-05 |  80.0 | 6.2e+00 
 14400 | 1.21e-05 3.99e-06 |  2.5828e-01  2.5840e-01 8.10e-05 |  80.6 | 6.2e+00 
 14500 | 1.16e-05 3.97e-06 |  2.5828e-01  2.5840e-01 7.92e-05 |  81.2 | 6.2e+00 
 14600 | 1.13e-05 3.96e-06 |  2.5828e-01  2.5840e-01 7.77e-05 |  81.8 | 6.2e+00 
 14700 | 1.09e-05 3.94e-06 |  2.5828e-01  2.5840e-01 7.63e-05 |  82.3 | 6.2e+00 
 14800 | 1.06e-05 3.93e-06 |  2.5828e-01  2.5840e-01 7.51e-05 |  82.9 | 6.2e+00 
 14900 | 1.03e-05 3.91e-06 |  2.5828e-01  2.5840e-01 7.41e-05 |  83.5 | 6.2e+00 
 15000 | 9.96e-06 3.90e-06 |  2.5829e-01  2.5840e-01 7.32e-05 |  84.0 | 6.2e+00 
 15100 | 9.39e-06 3.89e-06 |  2.5829e-01  2.5840e-01 7.18e-05 |  84.6 | 3.1e+00 
 15200 | 8.89e-06 3.88e-06 |  2.5829e-01  2.5840e-01 7.06e-05 |  85.1 | 3.1e+00 
 15300 | 8.41e-06 3.88e-06 |  2.5829e-01  2.5840e-01 6.99e-05 |  85.7 | 3.1e+00 
 15400 | 7.97e-06 3.87e-06 |  2.5829e-01  2.5840e-01 6.94e-05 |  86.3 | 3.1e+00 
 15500 | 7.57e-06 3.86e-06 |  2.5829e-01  2.5840e-01 6.90e-05 |  86.9 | 3.1e+00 
 15600 | 7.20e-06 3.85e-06 |  2.5829e-01  2.5840e-01 6.87e-05 |  87.5 | 3.1e+00 
 15700 | 6.86e-06 3.85e-06 |  2.5829e-01  2.5840e-01 6.84e-05 |  88.1 | 3.1e+00 
 15800 | 6.54e-06 3.84e-06 |  2.5829e-01  2.5839e-01 6.82e-05 |  88.7 | 3.1e+00 
 15900 | 6.24e-06 3.83e-06 |  2.5829e-01  2.5839e-01 6.81e-05 |  89.2 | 3.1e+00 
 16000 | 5.97e-06 3.82e-06 |  2.5829e-01  2.5839e-01 6.79e-05 |  89.8 | 3.1e+00 
 16100 | 5.49e-06 3.82e-06 |  2.5829e-01  2.5839e-01 6.77e-05 |  90.4 | 1.6e+00 
 16200 | 5.05e-06 3.82e-06 |  2.5829e-01  2.5839e-01 6.75e-05 |  91.0 | 1.6e+00 
 16300 | 4.66e-06 3.81e-06 |  2.5829e-01  2.5839e-01 6.74e-05 |  91.6 | 1.6e+00 
 16400 | 4.33e-06 3.81e-06 |  2.5829e-01  2.5839e-01 6.73e-05 |  92.2 | 1.6e+00 
 16500 | 4.03e-06 3.81e-06 |  2.5829e-01  2.5839e-01 6.73e-05 |  92.8 | 1.6e+00 
 16600 | 3.75e-06 3.80e-06 |  2.5829e-01  2.5839e-01 6.72e-05 |  93.4 | 1.6e+00 
 16700 | 3.51e-06 3.80e-06 |  2.5829e-01  2.5839e-01 6.72e-05 |  94.0 | 1.6e+00 
 16800 | 3.29e-06 3.80e-06 |  2.5829e-01  2.5839e-01 6.72e-05 |  94.5 | 1.6e+00 
 16900 | 3.09e-06 3.79e-06 |  2.5829e-01  2.5839e-01 6.71e-05 |  95.1 | 1.6e+00 
 17000 | 2.91e-06 3.79e-06 |  2.5829e-01  2.5839e-01 6.71e-05 |  95.7 | 1.6e+00 
pobj and dobj both descend, pobj < dobj, help dual!
 17100 | 2.74e-06 3.79e-06 |  2.5829e-01  2.5839e-01 6.71e-05 |  96.3 | 1.0e+02 
 17200 | 4.99e-05 3.61e-06 |  2.5830e-01  2.5839e-01 6.18e-05 |  96.8 | 1.0e+02 
 17300 | 5.82e-05 3.43e-06 |  2.5832e-01  2.5839e-01 4.48e-05 |  97.4 | 1.0e+02 
 17400 | 6.38e-05 3.26e-06 |  2.5835e-01  2.5838e-01 2.21e-05 |  97.9 | 1.0e+02 
 17500 | 6.54e-05 3.10e-06 |  2.5834e-01  2.5838e-01 2.36e-05 |  98.5 | 1.0e+02 
 17600 | 6.09e-05 2.94e-06 |  2.5833e-01  2.5837e-01 2.66e-05 |  99.0 | 1.0e+02 
 17700 | 5.52e-05 2.80e-06 |  2.5832e-01  2.5837e-01 3.32e-05 |  99.6 | 1.0e+02 
 17800 | 5.09e-05 2.66e-06 |  2.5831e-01  2.5836e-01 3.54e-05 | 100.1 | 1.0e+02 
 17900 | 4.74e-05 2.54e-06 |  2.5830e-01  2.5836e-01 3.63e-05 | 100.7 | 1.0e+02 
 18000 | 4.44e-05 2.43e-06 |  2.5830e-01  2.5836e-01 3.63e-05 | 101.3 | 1.0e+02 
 18100 | 2.80e-05 2.36e-06 |  2.5829e-01  2.5835e-01 3.67e-05 | 101.8 | 5.0e+01 
 18200 | 1.95e-05 2.30e-06 |  2.5828e-01  2.5835e-01 4.48e-05 | 102.4 | 5.0e+01 
 18300 | 1.57e-05 2.25e-06 |  2.5827e-01  2.5835e-01 4.99e-05 | 103.0 | 5.0e+01 
 18400 | 1.35e-05 2.20e-06 |  2.5828e-01  2.5835e-01 4.75e-05 | 103.6 | 5.0e+01 
 18500 | 1.25e-05 2.15e-06 |  2.5828e-01  2.5835e-01 4.56e-05 | 104.1 | 5.0e+01 
 18600 | 1.16e-05 2.11e-06 |  2.5828e-01  2.5835e-01 4.35e-05 | 104.7 | 5.0e+01 
 18700 | 1.11e-05 2.06e-06 |  2.5828e-01  2.5834e-01 4.26e-05 | 105.2 | 5.0e+01 
 18800 | 1.06e-05 2.02e-06 |  2.5828e-01  2.5834e-01 4.16e-05 | 105.8 | 5.0e+01 
 18900 | 1.01e-05 1.98e-06 |  2.5828e-01  2.5834e-01 4.07e-05 | 106.4 | 5.0e+01 
 19000 | 9.76e-06 1.94e-06 |  2.5828e-01  2.5834e-01 4.02e-05 | 107.0 | 5.0e+01 
 19100 | 6.87e-06 1.92e-06 |  2.5828e-01  2.5834e-01 3.97e-05 | 107.5 | 2.5e+01 
 19200 | 5.01e-06 1.90e-06 |  2.5828e-01  2.5834e-01 4.07e-05 | 108.1 | 2.5e+01 
 19300 | 4.15e-06 1.88e-06 |  2.5828e-01  2.5834e-01 4.08e-05 | 108.7 | 2.5e+01 
 19400 | 3.81e-06 1.86e-06 |  2.5828e-01  2.5834e-01 4.00e-05 | 109.3 | 2.5e+01 
 19500 | 3.74e-06 1.84e-06 |  2.5828e-01  2.5834e-01 3.94e-05 | 109.8 | 2.5e+01 
 19600 | 3.57e-06 1.82e-06 |  2.5828e-01  2.5834e-01 3.89e-05 | 110.4 | 2.5e+01 
 19700 | 3.47e-06 1.81e-06 |  2.5828e-01  2.5834e-01 3.85e-05 | 111.0 | 2.5e+01 
 19800 | 3.43e-06 1.79e-06 |  2.5828e-01  2.5834e-01 3.80e-05 | 111.5 | 2.5e+01 
 19900 | 3.43e-06 1.77e-06 |  2.5828e-01  2.5834e-01 3.75e-05 | 112.1 | 2.5e+01 
 20000 | 3.41e-06 1.75e-06 |  2.5828e-01  2.5833e-01 3.71e-05 | 112.6 | 2.5e+01 
 20100 | 3.07e-06 1.75e-06 |  2.5828e-01  2.5833e-01 3.66e-05 | 113.2 | 1.2e+01 
 20200 | 2.93e-06 1.74e-06 |  2.5828e-01  2.5833e-01 3.63e-05 | 113.8 | 1.2e+01 
