Loaded problem from /mnt/c/Users/mpeet/AppData/Local/Temp/claude/C--Users-mpeet-OneDrive-Documents-GitHub-PIETOOLS-PIETOOLS/a69ac9db-6cc4-4fd1-9dcb-b003878763dd/scratchpad/work/baseline/dumps/hinfduco_rd1/
              vector length: 644
      number of constraints: 168
           number of blocks: 5
  number of non-zeros in At: 2200
  number of non-zeros in  b: 2
  number of non-zeros in  C: 1

Analysis of the blk vector:
        1 u. block of size   1
        1 matrices of size    1 (small)
        1 matrices of size   10 (small)
        1 matrices of size   13 (small)
        1 matrices of size   31 (small)

 ||C|| = 2, ||b|| = 2

Problem parameters:
              solver max iter: 2000000
       KKT stopping tolerance: 1e-06
       sigma update threshold: 500
         sigma update stage 1: 50
         sigma update stage 2: 100
                  switch admm: 0
         switch proj max iter: 0
              switch proj tol: 0.01
                     sigscale: 2
                initial sigma: 100
    initial projection method: EIG_FP64
      final projection method: EIG_FP64
                   use LOBPCG: true
              LOBPCG max iter: 20
             LOBPCG tolerance: 1e-05
             LOBPCG warmstart: true
                 LOBPCG ratio: 0.03
            LOBPCG relaxation: 1.2
        LOBPCG rank threshold: 1e-05
           small matrix limit: 32
          medium matrix limit: 1000

 ------------------------------------------------------------------------------
                                   cuADMM
 ------------------------------------------------------------------------------
  it. | p infeas d infeas | primal obj.   dual obj. rel. gap |  time |   sigma 
 ------------------------------------------------------------------------------
 --------------- Starting with projection method EIG_FP64 ---------------------
    0 | 5.00e-01 5.00e-01 |  0.0000e+00  0.0000e+00 0.00e+00 |   0.1 | 1.0e+02 
   50 | 2.06e-01 6.08e-03 |  9.6194e-01  2.1540e+00 2.90e-01 |   0.2 | 3.1e+00 
  100 | 7.92e-02 8.41e-02 |  3.2827e+00  8.5433e+00 4.10e-01 |   0.3 | 3.9e-01 
  150 | 5.57e-02 1.05e-01 |  4.4340e+00  1.2650e+01 4.54e-01 |   0.3 | 2.0e-01 
  200 | 4.35e-02 3.80e-02 |  5.6563e+00  1.3209e+01 3.80e-01 |   0.4 | 9.8e-02 
  300 | 3.22e-02 3.27e-02 |  8.4053e+00  1.8627e+01 3.65e-01 |   0.6 | 3.9e-01 
  400 | 2.76e-02 2.55e-02 |  8.9894e+00  1.9909e+01 3.65e-01 |   0.7 | 9.8e-02 
  500 | 2.55e-02 2.62e-02 |  1.0390e+01  2.2640e+01 3.60e-01 |   0.9 | 3.9e-01 
  600 | 2.28e-02 1.36e-02 |  1.0930e+01  2.3131e+01 3.48e-01 |   1.0 | 9.8e-02 
  700 | 2.19e-02 2.02e-02 |  1.1836e+01  2.5345e+01 3.54e-01 |   1.2 | 3.9e-01 
  800 | 2.02e-02 9.49e-03 |  1.2311e+01  2.5630e+01 3.42e-01 |   1.3 | 9.8e-02 
  900 | 1.96e-02 6.37e-02 |  1.2764e+01  3.2021e+01 4.21e-01 |   1.5 | 9.8e-02 
 1000 | 1.72e-02 2.35e-03 |  1.4591e+01  2.8847e+01 3.21e-01 |   1.6 | 3.9e-01 
 1100 | 1.71e-02 9.90e-03 |  1.4616e+01  3.0447e+01 3.44e-01 |   1.8 | 9.8e-02 
 1200 | 1.67e-02 2.92e-02 |  1.4916e+01  3.3347e+01 3.74e-01 |   1.9 | 9.8e-02 
 1300 | 1.61e-02 8.72e-03 |  1.5774e+01  3.2514e+01 3.40e-01 |   2.1 | 3.9e-01 
 1400 | 1.56e-02 1.18e-02 |  1.5955e+01  3.3462e+01 3.47e-01 |   2.2 | 9.8e-02 
 1500 | 1.54e-02 2.60e-02 |  1.6230e+01  3.5855e+01 3.70e-01 |   2.4 | 9.8e-02 
 1600 | 1.49e-02 8.58e-03 |  1.7020e+01  3.5062e+01 3.40e-01 |   2.5 | 3.9e-01 
 1700 | 1.45e-02 1.02e-02 |  1.7188e+01  3.5819e+01 3.45e-01 |   2.7 | 9.8e-02 
 1800 | 1.43e-02 2.19e-02 |  1.7419e+01  3.7908e+01 3.64e-01 |   2.8 | 9.8e-02 
 1900 | 1.40e-02 8.02e-03 |  1.8112e+01  3.7242e+01 3.39e-01 |   3.0 | 3.9e-01 
 2000 | 1.37e-02 8.96e-03 |  1.8267e+01  3.7884e+01 3.43e-01 |   3.1 | 9.8e-02 
 2100 | 1.35e-02 1.90e-02 |  1.8466e+01  3.9753e+01 3.59e-01 |   3.3 | 9.8e-02 
 2200 | 1.33e-02 7.53e-03 |  1.9085e+01  3.9179e+01 3.39e-01 |   3.4 | 3.9e-01 
 2300 | 1.30e-02 8.07e-03 |  1.9229e+01  3.9737e+01 3.42e-01 |   3.5 | 9.8e-02 
 2400 | 1.29e-02 2.24e-02 |  1.9352e+01  4.2203e+01 3.65e-01 |   3.7 | 4.9e-02 
 2500 | 1.26e-02 1.68e-02 |  1.9837e+01  4.2278e+01 3.56e-01 |   3.8 | 2.0e-01 
 2600 | 1.23e-02 5.60e-03 |  2.0347e+01  4.1620e+01 3.38e-01 |   4.0 | 2.0e-01 
 2700 | 1.22e-02 1.40e-02 |  2.0444e+01  4.3214e+01 3.52e-01 |   4.1 | 4.9e-02 
 2800 | 1.21e-02 1.97e-02 |  2.0667e+01  4.4593e+01 3.61e-01 |   4.3 | 9.8e-02 
 2900 | 1.20e-02 8.35e-03 |  2.1318e+01  4.3873e+01 3.41e-01 |   4.4 | 3.9e-01 
 3000 | 1.16e-02 7.09e-03 |  2.1465e+01  4.4181e+01 3.41e-01 |   4.6 | 9.8e-02 
 3100 | 1.16e-02 1.74e-02 |  2.1564e+01  4.6166e+01 3.58e-01 |   4.7 | 4.9e-02 
 3200 | 1.14e-02 1.72e-02 |  2.1840e+01  4.6695e+01 3.57e-01 |   4.9 | 9.8e-02 
 3300 | 1.12e-02 1.03e-02 |  2.2271e+01  4.6358e+01 3.46e-01 |   5.0 | 2.0e-01 
 3400 | 1.10e-02 4.23e-03 |  2.2610e+01  4.6001e+01 3.36e-01 |   5.2 | 2.0e-01 
 3500 | 1.10e-02 1.05e-02 |  2.2684e+01  4.7307e+01 3.47e-01 |   5.3 | 4.9e-02 
 3600 | 1.10e-02 2.41e-02 |  2.2803e+01  5.0023e+01 3.69e-01 |   5.5 | 4.9e-02 
 3700 | 1.08e-02 1.75e-02 |  2.3307e+01  4.9790e+01 3.57e-01 |   5.6 | 2.0e-01 
 3800 | 1.16e-02 3.46e-03 |  2.4185e+01  4.8555e+01 3.30e-01 |   5.8 | 7.8e-01 
 3900 | 1.03e-02 1.17e-04 |  2.4177e+01  4.8375e+01 3.29e-01 |   5.9 | 2.0e-01 
 4000 | 1.03e-02 6.14e-03 |  2.4202e+01  4.9627e+01 3.40e-01 |   6.1 | 4.9e-02 
 4100 | 1.03e-02 2.28e-02 |  2.4260e+01  5.2967e+01 3.67e-01 |   6.2 | 2.4e-02 
 4200 | 1.02e-02 2.35e-02 |  2.4547e+01  5.3699e+01 3.68e-01 |   6.4 | 9.8e-02 
 4300 | 1.04e-02 1.11e-02 |  2.5348e+01  5.2624e+01 3.45e-01 |   6.5 | 3.9e-01 
 4400 | 9.67e-03 1.21e-03 |  2.5852e+01  5.1447e+01 3.27e-01 |   6.7 | 3.9e-01 
 4500 | 9.67e-03 1.36e-03 |  2.5840e+01  5.1996e+01 3.32e-01 |   6.8 | 9.8e-02 
 4600 | 9.66e-03 1.18e-02 |  2.5869e+01  5.4205e+01 3.50e-01 |   7.0 | 2.4e-02 
 4700 | 9.63e-03 3.23e-02 |  2.5946e+01  5.8612e+01 3.82e-01 |   7.1 | 2.4e-02 
 4800 | 9.50e-03 3.02e-02 |  2.6325e+01  5.8969e+01 3.78e-01 |   7.3 | 9.8e-02 
 4900 | 1.01e-02 1.47e-02 |  2.7360e+01  5.7450e+01 3.51e-01 |   7.4 | 3.9e-01 
 5000 | 8.94e-03 1.42e-03 |  2.8062e+01  5.5746e+01 3.26e-01 |   7.6 | 3.9e-01 
 5100 | 8.91e-03 2.17e-04 |  2.8026e+01  5.6042e+01 3.29e-01 |   7.7 | 2.0e-01 
 5200 | 8.91e-03 1.05e-03 |  2.8041e+01  5.6346e+01 3.31e-01 |   7.9 | 2.0e-01 
 5300 | 8.90e-03 3.29e-03 |  2.8077e+01  5.6920e+01 3.35e-01 |   8.0 | 9.8e-02 
 5400 | 8.88e-03 5.00e-03 |  2.8143e+01  5.7436e+01 3.38e-01 |   8.2 | 9.8e-02 
 5500 | 8.86e-03 9.59e-03 |  2.8202e+01  5.8592e+01 3.46e-01 |   8.3 | 4.9e-02 
pobj and dobj both ascend, pobj < dobj, help primal!
 5600 | 8.83e-03 1.36e-02 |  2.8294e+01  5.9683e+01 3.53e-01 |   8.5 | 1.0e-02 
 5700 | 8.81e-03 2.62e-02 |  2.8359e+01  6.2680e+01 3.73e-01 |   8.6 | 2.0e-02 
 5800 | 8.78e-03 3.78e-02 |  2.8464e+01  6.5538e+01 3.90e-01 |   8.8 | 2.0e-02 
 5900 | 8.70e-03 3.96e-02 |  2.8714e+01  6.6515e+01 3.93e-01 |   8.9 | 4.0e-02 
 6000 | 8.62e-03 4.09e-02 |  2.8976e+01  6.7411e+01 3.95e-01 |   9.1 | 4.0e-02 
 6100 | 8.49e-03 3.47e-02 |  2.9465e+01  6.7068e+01 3.86e-01 |   9.2 | 8.0e-02 
 6200 | 8.37e-03 2.97e-02 |  2.9881e+01  6.6829e+01 3.78e-01 |   9.4 | 8.0e-02 
 6300 | 8.24e-03 2.01e-02 |  3.0525e+01  6.5845e+01 3.63e-01 |   9.5 | 1.6e-01 
 6400 | 8.10e-03 1.36e-02 |  3.0954e+01  6.5218e+01 3.53e-01 |   9.7 | 1.6e-01 
 6500 | 8.05e-03 6.36e-03 |  3.1471e+01  6.4398e+01 3.40e-01 |   9.8 | 3.2e-01 
 6600 | 7.90e-03 2.67e-03 |  3.1688e+01  6.4014e+01 3.34e-01 |  10.0 | 3.2e-01 
 6700 | 7.87e-03 2.45e-03 |  3.1751e+01  6.4140e+01 3.34e-01 |  10.1 | 1.6e-01 
 6800 | 7.85e-03 2.62e-03 |  3.1817e+01  6.4316e+01 3.35e-01 |  10.3 | 1.6e-01 
 6900 | 7.84e-03 4.25e-03 |  3.1862e+01  6.4830e+01 3.37e-01 |  10.4 | 8.0e-02 
 7000 | 7.83e-03 5.65e-03 |  3.1926e+01  6.5314e+01 3.40e-01 |  10.6 | 8.0e-02 
pobj and dobj both ascend, pobj < dobj, help primal!
 7100 | 7.81e-03 9.58e-03 |  3.1976e+01  6.6423e+01 3.47e-01 |  10.7 | 1.0e-02 
 7200 | 7.81e-03 2.82e-02 |  3.2007e+01  7.1233e+01 3.76e-01 |  10.9 | 1.0e-02 
 7300 | 7.78e-03 3.59e-02 |  3.2111e+01  7.3455e+01 3.88e-01 |  11.0 | 2.0e-02 
 7400 | 7.75e-03 4.30e-02 |  3.2240e+01  7.5571e+01 3.98e-01 |  11.2 | 2.0e-02 
 7500 | 7.69e-03 4.28e-02 |  3.2518e+01  7.6140e+01 3.98e-01 |  11.3 | 4.0e-02 
pobj and dobj both ascend, pobj < dobj, help primal!
 7600 | 7.62e-03 4.23e-02 |  3.2794e+01  7.6666e+01 3.97e-01 |  11.5 | 1.0e-02 
 7700 | 7.59e-03 4.85e-02 |  3.2941e+01  7.8639e+01 4.06e-01 |  11.6 | 2.0e-02 
 7800 | 7.55e-03 5.41e-02 |  3.3108e+01  8.0528e+01 4.14e-01 |  11.8 | 2.0e-02 
 7900 | 7.47e-03 5.23e-02 |  3.3452e+01  8.0855e+01 4.11e-01 |  12.0 | 4.0e-02 
 8000 | 7.40e-03 5.04e-02 |  3.3785e+01  8.1157e+01 4.09e-01 |  12.1 | 4.0e-02 
 8100 | 7.29e-03 4.24e-02 |  3.4385e+01  8.0341e+01 3.97e-01 |  12.3 | 8.0e-02 
 8200 | 7.18e-03 3.57e-02 |  3.4891e+01  7.9681e+01 3.88e-01 |  12.4 | 8.0e-02 
 8300 | 7.11e-03 2.50e-02 |  3.5677e+01  7.8300e+01 3.71e-01 |  12.6 | 1.6e-01 
 8400 | 6.95e-03 1.72e-02 |  3.6217e+01  7.7312e+01 3.59e-01 |  12.7 | 1.6e-01 
 8500 | 7.02e-03 8.91e-03 |  3.6899e+01  7.6161e+01 3.44e-01 |  12.9 | 3.2e-01 
 8600 | 6.77e-03 3.90e-03 |  3.7211e+01  7.5479e+01 3.37e-01 |  13.0 | 3.2e-01 
 8700 | 6.70e-03 1.89e-03 |  3.7353e+01  7.5238e+01 3.34e-01 |  13.1 | 3.2e-01 
 8800 | 6.68e-03 1.09e-03 |  3.7427e+01  7.5174e+01 3.32e-01 |  13.3 | 3.2e-01 
