Loaded problem from /mnt/c/Users/mpeet/AppData/Local/Temp/claude/C--Users-mpeet-OneDrive-Documents-GitHub-PIETOOLS-PIETOOLS/a69ac9db-6cc4-4fd1-9dcb-b003878763dd/scratchpad/work/baseline/dumps/hinfco_rd1/
              vector length: 644
      number of constraints: 176
           number of blocks: 5
  number of non-zeros in At: 2497
  number of non-zeros in  b: 2
  number of non-zeros in  C: 1

Analysis of the blk vector:
        1 u. block of size   1
        1 matrices of size    1 (small)
        1 matrices of size   10 (small)
        1 matrices of size   13 (small)
        1 matrices of size   31 (small)

 ||C|| = 2, ||b|| = 2

Problem parameters:
              solver max iter: 2000000
       KKT stopping tolerance: 1e-06
       sigma update threshold: 500
         sigma update stage 1: 50
         sigma update stage 2: 100
                  switch admm: 0
         switch proj max iter: 0
              switch proj tol: 0.01
                     sigscale: 2
                initial sigma: 100
    initial projection method: EIG_FP64
      final projection method: EIG_FP64
                   use LOBPCG: true
              LOBPCG max iter: 20
             LOBPCG tolerance: 1e-05
             LOBPCG warmstart: true
                 LOBPCG ratio: 0.03
            LOBPCG relaxation: 1.2
        LOBPCG rank threshold: 1e-05
           small matrix limit: 32
          medium matrix limit: 1000

 ------------------------------------------------------------------------------
                                   cuADMM
 ------------------------------------------------------------------------------
  it. | p infeas d infeas | primal obj.   dual obj. rel. gap |  time |   sigma 
 ------------------------------------------------------------------------------
 --------------- Starting with projection method EIG_FP64 ---------------------
    0 | 5.00e-01 5.00e-01 |  0.0000e+00  0.0000e+00 0.00e+00 |   0.1 | 1.0e+02 
   50 | 6.80e-02 3.90e-03 |  3.0339e-02  1.5056e-01 1.02e-01 |   0.4 | 3.1e+00 
  100 | 2.00e-02 3.32e-02 |  2.5294e-01  5.2737e-01 1.54e-01 |   0.6 | 3.9e-01 
  150 | 1.30e-02 1.62e-02 |  2.8781e-01  5.3358e-01 1.35e-01 |   0.9 | 3.9e-01 
  200 | 1.06e-02 1.13e-02 |  2.9511e-01  5.4287e-01 1.35e-01 |   1.2 | 7.8e-01 
  300 | 1.14e-02 7.77e-03 |  2.9284e-01  5.3334e-01 1.32e-01 |   1.7 | 3.1e+00 
  400 | 7.01e-03 5.95e-03 |  2.8482e-01  5.0957e-01 1.25e-01 |   2.3 | 3.1e+00 
  500 | 4.69e-03 4.69e-03 |  2.7712e-01  4.8109e-01 1.16e-01 |   2.8 | 1.6e+00 
  600 | 4.72e-03 3.93e-03 |  2.7349e-01  4.6384e-01 1.10e-01 |   3.3 | 3.1e+00 
  700 | 3.50e-03 3.39e-03 |  2.6968e-01  4.4714e-01 1.03e-01 |   3.9 | 3.1e+00 
  800 | 2.69e-03 3.07e-03 |  2.6692e-01  4.1924e-01 9.03e-02 |   4.4 | 7.8e-01 
  900 | 2.42e-03 2.57e-03 |  2.6477e-01  4.1618e-01 9.01e-02 |   5.0 | 1.6e+00 
 1000 | 2.81e-03 2.29e-03 |  2.6548e-01  3.9969e-01 8.06e-02 |   5.5 | 1.6e+00 
 1100 | 2.10e-03 2.07e-03 |  2.6306e-01  3.9279e-01 7.83e-02 |   6.0 | 1.6e+00 
 1200 | 1.74e-03 1.92e-03 |  2.6354e-01  3.8922e-01 7.60e-02 |   6.6 | 1.6e+00 
 1300 | 2.17e-03 1.75e-03 |  2.6404e-01  3.8095e-01 7.11e-02 |   7.1 | 3.1e+00 
 1400 | 1.49e-03 1.63e-03 |  2.6294e-01  3.7259e-01 6.70e-02 |   7.6 | 1.6e+00 
 1500 | 1.64e-03 1.50e-03 |  2.6269e-01  3.6830e-01 6.48e-02 |   8.2 | 3.1e+00 
 1600 | 1.45e-03 1.40e-03 |  2.6252e-01  3.6267e-01 6.16e-02 |   8.7 | 3.1e+00 
 1700 | 1.37e-03 1.31e-03 |  2.6240e-01  3.5794e-01 5.90e-02 |   9.2 | 3.1e+00 
 1800 | 1.28e-03 1.23e-03 |  2.6234e-01  3.5373e-01 5.66e-02 |   9.8 | 3.1e+00 
 1900 | 1.21e-03 1.17e-03 |  2.6231e-01  3.4985e-01 5.43e-02 |  10.3 | 3.1e+00 
 2000 | 1.14e-03 1.11e-03 |  2.6229e-01  3.4628e-01 5.22e-02 |  10.9 | 3.1e+00 
 2100 | 1.09e-03 1.05e-03 |  2.6227e-01  3.4299e-01 5.03e-02 |  11.4 | 3.1e+00 
 2200 | 1.03e-03 1.00e-03 |  2.6225e-01  3.3994e-01 4.85e-02 |  11.9 | 3.1e+00 
 2300 | 9.86e-04 9.59e-04 |  2.6223e-01  3.3711e-01 4.68e-02 |  12.5 | 3.1e+00 
 2400 | 9.42e-04 9.18e-04 |  2.6222e-01  3.3446e-01 4.52e-02 |  13.0 | 3.1e+00 
 2500 | 9.01e-04 8.80e-04 |  2.6221e-01  3.3198e-01 4.38e-02 |  13.6 | 3.1e+00 
 2600 | 8.64e-04 8.45e-04 |  2.6220e-01  3.2965e-01 4.24e-02 |  14.1 | 3.1e+00 
 2700 | 8.29e-04 8.12e-04 |  2.6219e-01  3.2746e-01 4.11e-02 |  14.6 | 3.1e+00 
 2800 | 7.96e-04 7.82e-04 |  2.6218e-01  3.2540e-01 3.98e-02 |  15.2 | 3.1e+00 
 2900 | 7.46e-04 7.53e-04 |  2.6222e-01  3.2276e-01 3.82e-02 |  15.7 | 1.6e+00 
 3000 | 7.26e-04 7.26e-04 |  2.6210e-01  3.2150e-01 3.75e-02 |  16.3 | 3.1e+00 
 3100 | 6.85e-04 7.01e-04 |  2.6216e-01  3.1925e-01 3.61e-02 |  16.8 | 1.6e+00 
 3200 | 6.60e-04 6.77e-04 |  2.6212e-01  3.1766e-01 3.52e-02 |  17.4 | 1.6e+00 
 3300 | 9.25e-04 6.48e-04 |  2.6233e-01  3.1620e-01 3.41e-02 |  17.9 | 6.2e+00 
 3400 | 6.62e-04 6.23e-04 |  2.6219e-01  3.1279e-01 3.21e-02 |  18.4 | 1.6e+00 
 3500 | 5.68e-04 6.09e-04 |  2.6191e-01  3.1215e-01 3.19e-02 |  19.0 | 1.6e+00 
 3600 | 8.10e-04 5.77e-04 |  2.6211e-01  3.1103e-01 3.11e-02 |  19.5 | 6.2e+00 
 3700 | 5.45e-04 5.59e-04 |  2.6194e-01  3.0813e-01 2.94e-02 |  20.0 | 1.6e+00 
 3800 | 5.11e-04 5.47e-04 |  2.6193e-01  3.0775e-01 2.92e-02 |  20.6 | 1.6e+00 
 3900 | 6.79e-04 5.29e-04 |  2.6230e-01  3.0713e-01 2.86e-02 |  21.1 | 6.2e+00 
 4000 | 5.44e-04 5.13e-04 |  2.6225e-01  3.0493e-01 2.72e-02 |  21.7 | 1.6e+00 
 4100 | 4.60e-04 5.07e-04 |  2.6198e-01  3.0441e-01 2.71e-02 |  22.2 | 1.6e+00 
 4200 | 6.80e-04 4.80e-04 |  2.6210e-01  3.0347e-01 2.64e-02 |  22.7 | 6.2e+00 
 4300 | 4.51e-04 4.69e-04 |  2.6190e-01  3.0131e-01 2.52e-02 |  23.3 | 1.6e+00 
 4400 | 4.25e-04 4.63e-04 |  2.6193e-01  3.0107e-01 2.50e-02 |  23.8 | 1.6e+00 
 4500 | 5.90e-04 4.49e-04 |  2.6228e-01  3.0071e-01 2.46e-02 |  24.3 | 6.2e+00 
 4600 | 5.00e-04 4.39e-04 |  2.6230e-01  2.9915e-01 2.36e-02 |  24.9 | 1.6e+00 
 4700 | 3.97e-04 5.14e-04 |  2.6207e-01  2.9876e-01 2.35e-02 |  25.4 | 3.9e-01 
 4800 | 4.59e-04 4.49e-04 |  2.6193e-01  2.9853e-01 2.35e-02 |  26.0 | 1.6e+00 
 4900 | 5.66e-04 4.18e-04 |  2.6187e-01  2.9746e-01 2.28e-02 |  26.5 | 1.6e+00 
 5000 | 4.02e-04 5.70e-04 |  2.6206e-01  2.9724e-01 2.26e-02 |  27.1 | 3.9e-01 
 5100 | 4.24e-04 4.76e-04 |  2.6229e-01  2.9755e-01 2.26e-02 |  27.6 | 7.8e-01 
 5200 | 4.33e-04 4.28e-04 |  2.6220e-01  2.9797e-01 2.29e-02 |  28.1 | 7.8e-01 
 5300 | 3.67e-04 4.15e-04 |  2.6221e-01  2.9774e-01 2.28e-02 |  28.7 | 1.6e+00 
 5400 | 3.43e-04 4.06e-04 |  2.6220e-01  2.9717e-01 2.24e-02 |  29.2 | 1.6e+00 
 5500 | 3.66e-04 3.95e-04 |  2.6221e-01  2.9651e-01 2.20e-02 |  29.8 | 3.1e+00 
 5600 | 3.67e-04 3.86e-04 |  2.6220e-01  2.9572e-01 2.15e-02 |  30.3 | 3.1e+00 
 5700 | 5.40e-04 3.73e-04 |  2.6237e-01  2.9484e-01 2.09e-02 |  30.9 | 6.2e+00 
 5800 | 6.55e-04 3.58e-04 |  2.6250e-01  2.9358e-01 2.00e-02 |  31.4 | 6.2e+00 
 5900 | 4.66e-04 3.45e-04 |  2.6227e-01  2.9209e-01 1.92e-02 |  31.9 | 3.1e+00 
 6000 | 3.69e-04 3.35e-04 |  2.6207e-01  2.9135e-01 1.88e-02 |  32.5 | 3.1e+00 
 6100 | 2.95e-04 3.32e-04 |  2.6188e-01  2.9073e-01 1.86e-02 |  33.0 | 1.6e+00 
 6200 | 2.72e-04 3.26e-04 |  2.6182e-01  2.9039e-01 1.84e-02 |  33.6 | 1.6e+00 
 6300 | 2.87e-04 3.17e-04 |  2.6182e-01  2.8993e-01 1.81e-02 |  34.1 | 3.1e+00 
 6400 | 2.80e-04 3.11e-04 |  2.6181e-01  2.8937e-01 1.78e-02 |  34.7 | 3.1e+00 
 6500 | 3.76e-04 3.02e-04 |  2.6192e-01  2.8879e-01 1.73e-02 |  35.2 | 6.2e+00 
 6600 | 4.52e-04 2.92e-04 |  2.6206e-01  2.8795e-01 1.67e-02 |  35.7 | 6.2e+00 
 6700 | 3.38e-04 2.85e-04 |  2.6197e-01  2.8694e-01 1.61e-02 |  36.3 | 3.1e+00 
 6800 | 2.85e-04 2.78e-04 |  2.6185e-01  2.8643e-01 1.59e-02 |  36.8 | 3.1e+00 
 6900 | 2.42e-04 2.76e-04 |  2.6175e-01  2.8600e-01 1.57e-02 |  37.4 | 1.6e+00 
 7000 | 2.25e-04 2.72e-04 |  2.6171e-01  2.8578e-01 1.56e-02 |  37.9 | 1.6e+00 
 7100 | 2.30e-04 2.67e-04 |  2.6172e-01  2.8547e-01 1.54e-02 |  38.4 | 3.1e+00 
 7200 | 2.28e-04 2.62e-04 |  2.6172e-01  2.8509e-01 1.51e-02 |  39.0 | 3.1e+00 
 7300 | 2.94e-04 2.56e-04 |  2.6179e-01  2.8467e-01 1.48e-02 |  39.5 | 6.2e+00 
 7400 | 3.50e-04 2.49e-04 |  2.6190e-01  2.8408e-01 1.43e-02 |  40.1 | 6.2e+00 
 7500 | 2.71e-04 2.43e-04 |  2.6185e-01  2.8333e-01 1.39e-02 |  40.6 | 3.1e+00 
 7600 | 2.35e-04 2.39e-04 |  2.6174e-01  2.8294e-01 1.37e-02 |  41.2 | 3.1e+00 
 7700 | 2.07e-04 2.37e-04 |  2.6165e-01  2.8263e-01 1.36e-02 |  41.7 | 1.6e+00 
 7800 | 1.95e-04 2.35e-04 |  2.6159e-01  2.8246e-01 1.35e-02 |  42.2 | 1.6e+00 
 7900 | 1.96e-04 2.31e-04 |  2.6158e-01  2.8225e-01 1.34e-02 |  42.8 | 3.1e+00 
 8000 | 1.95e-04 2.28e-04 |  2.6157e-01  2.8198e-01 1.32e-02 |  43.3 | 3.1e+00 
 8100 | 2.42e-04 2.22e-04 |  2.6162e-01  2.8167e-01 1.30e-02 |  43.9 | 6.2e+00 
 8200 | 2.82e-04 2.17e-04 |  2.6170e-01  2.8123e-01 1.27e-02 |  44.4 | 6.2e+00 
 8300 | 2.25e-04 2.13e-04 |  2.6167e-01  2.8067e-01 1.23e-02 |  45.0 | 3.1e+00 
 8400 | 2.00e-04 2.10e-04 |  2.6157e-01  2.8037e-01 1.22e-02 |  45.5 | 3.1e+00 
 8500 | 1.88e-04 2.07e-04 |  2.6151e-01  2.8013e-01 1.21e-02 |  46.0 | 3.1e+00 
 8600 | 1.82e-04 2.04e-04 |  2.6148e-01  2.7989e-01 1.19e-02 |  46.6 | 3.1e+00 
 8700 | 2.11e-04 2.00e-04 |  2.6150e-01  2.7962e-01 1.18e-02 |  47.1 | 6.2e+00 
 8800 | 2.38e-04 1.96e-04 |  2.6155e-01  2.7925e-01 1.15e-02 |  47.7 | 6.2e+00 
 8900 | 1.97e-04 1.93e-04 |  2.6153e-01  2.7879e-01 1.12e-02 |  48.2 | 3.1e+00 
