Loaded problem from /mnt/c/Users/mpeet/AppData/Local/Temp/claude/C--Users-mpeet-OneDrive-Documents-GitHub-PIETOOLS-PIETOOLS/a69ac9db-6cc4-4fd1-9dcb-b003878763dd/scratchpad/work/baseline/dumps/h2o_rd1/
              vector length: 843
      number of constraints: 269
           number of blocks: 8
  number of non-zeros in At: 2330
  number of non-zeros in  b: 2
  number of non-zeros in  C: 1

Analysis of the blk vector:
        1 u. block of size  44
        1 matrices of size    1 (small)
        1 matrices of size    7 (small)
        1 matrices of size    8 (small)
        1 matrices of size   10 (small)
        1 matrices of size   12 (small)
        1 matrices of size   16 (small)
        1 matrices of size   30 (small)

 ||C|| = 2, ||b|| = 2

Problem parameters:
              solver max iter: 2000000
       KKT stopping tolerance: 0.0001
       sigma update threshold: 500
         sigma update stage 1: 50
         sigma update stage 2: 100
                  switch admm: 0
         switch proj max iter: 0
              switch proj tol: 0.01
                     sigscale: 2
                initial sigma: 100
    initial projection method: EIG_FP64
      final projection method: EIG_FP64
                   use LOBPCG: true
              LOBPCG max iter: 20
             LOBPCG tolerance: 1e-05
             LOBPCG warmstart: true
                 LOBPCG ratio: 0.03
            LOBPCG relaxation: 1.2
        LOBPCG rank threshold: 1e-05
           small matrix limit: 32
          medium matrix limit: 1000

 ------------------------------------------------------------------------------
                                   cuADMM
 ------------------------------------------------------------------------------
  it. | p infeas d infeas | primal obj.   dual obj. rel. gap |  time |   sigma 
 ------------------------------------------------------------------------------
 --------------- Starting with projection method EIG_FP64 ---------------------
    0 | 5.00e-01 5.00e-01 |  0.0000e+00  0.0000e+00 0.00e+00 |   0.1 | 1.0e+02 
   50 | 3.78e-02 5.91e-03 |  3.1618e-02  1.0460e-01 6.42e-02 |   0.6 | 3.1e+00 
  100 | 1.29e-02 1.33e-02 |  1.1342e-01  2.2312e-01 8.21e-02 |   1.0 | 1.6e+00 
  150 | 7.81e-03 8.98e-03 |  8.0962e-02  1.6541e-01 6.78e-02 |   1.4 | 7.8e-01 
  200 | 5.73e-03 5.85e-03 |  8.9650e-02  1.7620e-01 6.84e-02 |   1.9 | 1.6e+00 
  300 | 3.84e-03 4.11e-03 |  7.8249e-02  1.5691e-01 6.37e-02 |   2.7 | 3.9e-01 
  400 | 3.22e-03 3.00e-03 |  7.6319e-02  1.5157e-01 6.13e-02 |   3.6 | 1.6e+00 
  500 | 2.69e-03 2.71e-03 |  7.4161e-02  1.4823e-01 6.06e-02 |   4.5 | 7.8e-01 
  600 | 2.69e-03 2.36e-03 |  7.2533e-02  1.4440e-01 5.91e-02 |   5.3 | 3.1e+00 
  700 | 2.22e-03 2.23e-03 |  7.0595e-02  1.4162e-01 5.86e-02 |   6.2 | 7.8e-01 
  800 | 2.02e-03 2.01e-03 |  6.9327e-02  1.3844e-01 5.72e-02 |   7.1 | 7.8e-01 
  900 | 1.96e-03 1.87e-03 |  6.8872e-02  1.3742e-01 5.68e-02 |   7.9 | 3.1e+00 
 1000 | 1.74e-03 1.74e-03 |  6.7294e-02  1.3464e-01 5.60e-02 |   8.8 | 1.6e+00 
 1100 | 1.66e-03 1.68e-03 |  6.6529e-02  1.3307e-01 5.55e-02 |   9.7 | 7.8e-01 
 1200 | 1.68e-03 1.54e-03 |  6.5443e-02  1.3049e-01 5.44e-02 |  10.5 | 3.1e+00 
 1300 | 1.50e-03 1.48e-03 |  6.4206e-02  1.2848e-01 5.39e-02 |  11.4 | 7.8e-01 
 1400 | 1.44e-03 1.50e-03 |  6.4523e-02  1.2904e-01 5.41e-02 |  12.3 | 7.8e-01 
 1500 | 1.43e-03 1.39e-03 |  6.3863e-02  1.2746e-01 5.34e-02 |  13.1 | 3.1e+00 
 1600 | 1.34e-03 1.30e-03 |  6.2494e-02  1.2483e-01 5.25e-02 |  14.0 | 3.1e+00 
 1700 | 1.26e-03 1.27e-03 |  6.1746e-02  1.2352e-01 5.21e-02 |  14.8 | 7.8e-01 
 1800 | 1.25e-03 1.20e-03 |  6.1116e-02  1.2205e-01 5.15e-02 |  15.7 | 3.1e+00 
 1900 | 1.18e-03 1.18e-03 |  6.0421e-02  1.2087e-01 5.12e-02 |  16.6 | 7.8e-01 
 2000 | 1.15e-03 1.19e-03 |  6.0548e-02  1.2112e-01 5.13e-02 |  17.4 | 7.8e-01 
 2100 | 1.13e-03 1.13e-03 |  6.0185e-02  1.2023e-01 5.09e-02 |  18.3 | 3.1e+00 
 2200 | 1.12e-03 1.04e-03 |  5.8586e-02  1.1678e-01 4.95e-02 |  19.2 | 3.1e+00 
 2300 | 1.02e-03 1.02e-03 |  5.7794e-02  1.1566e-01 4.93e-02 |  20.0 | 7.8e-01 
 2400 | 9.97e-04 1.00e-03 |  5.7654e-02  1.1531e-01 4.92e-02 |  20.9 | 7.8e-01 
 2500 | 9.89e-04 9.69e-04 |  5.7270e-02  1.1443e-01 4.88e-02 |  21.8 | 3.1e+00 
 2600 | 9.48e-04 9.57e-04 |  5.6831e-02  1.1368e-01 4.86e-02 |  22.6 | 7.8e-01 
 2700 | 9.37e-04 9.26e-04 |  5.6448e-02  1.1284e-01 4.82e-02 |  23.5 | 3.1e+00 
 2800 | 9.12e-04 8.98e-04 |  5.5899e-02  1.1172e-01 4.78e-02 |  24.4 | 3.1e+00 
 2900 | 8.84e-04 8.89e-04 |  5.5540e-02  1.1109e-01 4.76e-02 |  25.2 | 7.8e-01 
 3000 | 8.74e-04 8.64e-04 |  5.5191e-02  1.1034e-01 4.73e-02 |  26.1 | 3.1e+00 
 3100 | 8.49e-04 8.55e-04 |  5.4892e-02  1.0978e-01 4.71e-02 |  27.0 | 7.8e-01 
 3200 | 8.39e-04 8.33e-04 |  5.4558e-02  1.0908e-01 4.69e-02 |  27.8 | 3.1e+00 
 3300 | 8.21e-04 8.12e-04 |  5.4131e-02  1.0820e-01 4.65e-02 |  28.7 | 3.1e+00 
 3400 | 8.00e-04 8.05e-04 |  5.3832e-02  1.0767e-01 4.63e-02 |  29.6 | 7.8e-01 
 3500 | 7.90e-04 7.86e-04 |  5.3529e-02  1.0704e-01 4.61e-02 |  30.4 | 3.1e+00 
 3600 | 7.75e-04 7.68e-04 |  5.3158e-02  1.0626e-01 4.58e-02 |  31.3 | 3.1e+00 
 3700 | 7.56e-04 7.57e-04 |  5.2831e-02  1.0566e-01 4.56e-02 |  32.1 | 1.6e+00 
 3800 | 7.42e-04 7.41e-04 |  5.2475e-02  1.0493e-01 4.53e-02 |  33.0 | 1.6e+00 
 3900 | 7.33e-04 7.36e-04 |  5.2289e-02  1.0460e-01 4.52e-02 |  33.9 | 1.6e+00 
 4000 | 7.19e-04 7.21e-04 |  5.2006e-02  1.0399e-01 4.50e-02 |  34.7 | 1.6e+00 
 4100 | 7.07e-04 7.07e-04 |  5.1668e-02  1.0330e-01 4.47e-02 |  35.6 | 1.6e+00 
 4200 | 6.99e-04 7.02e-04 |  5.1473e-02  1.0298e-01 4.46e-02 |  36.5 | 1.6e+00 
 4300 | 6.86e-04 6.89e-04 |  5.1227e-02  1.0244e-01 4.44e-02 |  37.3 | 1.6e+00 
 4400 | 6.76e-04 6.77e-04 |  5.0926e-02  1.0182e-01 4.41e-02 |  38.2 | 1.6e+00 
 4500 | 6.65e-04 6.65e-04 |  5.0604e-02  1.0119e-01 4.39e-02 |  39.1 | 1.6e+00 
 4600 | 6.55e-04 6.54e-04 |  5.0308e-02  1.0059e-01 4.37e-02 |  39.9 | 1.6e+00 
 4700 | 6.49e-04 6.50e-04 |  5.0147e-02  1.0032e-01 4.36e-02 |  40.8 | 1.6e+00 
 4800 | 6.38e-04 6.39e-04 |  4.9926e-02  9.9843e-02 4.34e-02 |  41.7 | 1.6e+00 
 4900 | 6.29e-04 6.30e-04 |  4.9668e-02  9.9311e-02 4.32e-02 |  42.6 | 1.6e+00 
 5000 | 6.24e-04 6.26e-04 |  4.9505e-02  9.9040e-02 4.31e-02 |  43.4 | 1.6e+00 
 5100 | 6.15e-04 6.13e-04 |  4.9247e-02  9.8470e-02 4.29e-02 |  44.3 | 3.1e+00 
 5200 | 6.07e-04 6.01e-04 |  4.8918e-02  9.7781e-02 4.26e-02 |  45.2 | 3.1e+00 
 5300 | 5.96e-04 5.95e-04 |  4.8679e-02  9.7359e-02 4.25e-02 |  46.0 | 1.6e+00 
 5400 | 5.90e-04 5.90e-04 |  4.8530e-02  9.7069e-02 4.24e-02 |  46.9 | 1.6e+00 
pobj and dobj both descend, pobj < dobj, help dual!
 5500 | 5.86e-04 5.90e-04 |  4.8477e-02  9.6961e-02 4.23e-02 |  47.8 | 1.0e+02 
 5600 | 2.95e-02 4.80e-04 |  4.8697e-02  9.0148e-02 3.64e-02 |  48.6 | 1.0e+02 
 5700 | 2.43e-02 3.65e-04 |  4.5854e-02  8.0357e-02 3.06e-02 |  49.4 | 1.0e+02 
 5800 | 2.00e-02 2.88e-04 |  4.2952e-02  7.3022e-02 2.69e-02 |  50.3 | 1.0e+02 
 5900 | 1.25e-02 2.46e-04 |  3.8171e-02  6.7983e-02 2.70e-02 |  51.2 | 5.0e+01 
 6000 | 8.50e-03 2.34e-04 |  3.4814e-02  6.4716e-02 2.72e-02 |  52.0 | 5.0e+01 
 6100 | 4.92e-03 2.74e-04 |  3.2117e-02  6.2083e-02 2.74e-02 |  52.9 | 2.5e+01 
pobj and dobj both descend, pobj < dobj, help dual!
 6200 | 8.53e-03 2.08e-04 |  3.0060e-02  5.9559e-02 2.71e-02 |  53.7 | 1.0e+02 
 6300 | 3.20e-03 1.58e-04 |  2.7915e-02  5.6760e-02 2.66e-02 |  54.6 | 5.0e+01 
 6400 | 3.37e-03 1.44e-04 |  2.7306e-02  5.5758e-02 2.63e-02 |  55.5 | 5.0e+01 
 6500 | 2.40e-03 1.49e-04 |  2.7157e-02  5.5493e-02 2.62e-02 |  56.3 | 2.5e+01 
 6600 | 1.63e-03 1.59e-04 |  2.7356e-02  5.5486e-02 2.60e-02 |  57.2 | 2.5e+01 
 6700 | 8.11e-04 1.80e-04 |  2.7559e-02  5.5562e-02 2.59e-02 |  58.1 | 1.2e+01 
 6800 | 3.64e-04 1.81e-04 |  2.7844e-02  5.5646e-02 2.57e-02 |  58.9 | 1.2e+01 
 6900 | 5.11e-04 1.65e-04 |  2.7941e-02  5.5655e-02 2.56e-02 |  59.8 | 6.2e+00 
 7000 | 6.25e-04 1.47e-04 |  2.7948e-02  5.5610e-02 2.55e-02 |  60.7 | 6.2e+00 
 7100 | 5.25e-04 1.64e-04 |  2.7863e-02  5.5528e-02 2.55e-02 |  61.5 | 3.1e+00 
 7200 | 3.62e-04 1.84e-04 |  2.7715e-02  5.5352e-02 2.55e-02 |  62.4 | 3.1e+00 
 7300 | 3.06e-04 2.02e-04 |  2.7625e-02  5.5235e-02 2.55e-02 |  63.3 | 1.6e+00 
 7400 | 3.23e-04 1.76e-04 |  2.7549e-02  5.5138e-02 2.55e-02 |  64.1 | 1.6e+00 
pobj and dobj both descend, pobj < dobj, help dual!
 7500 | 4.78e-03 1.32e-04 |  2.6741e-02  5.3842e-02 2.51e-02 |  65.0 | 1.0e+02 
 7600 | 3.64e-03 1.20e-04 |  2.5829e-02  5.2380e-02 2.46e-02 |  65.9 | 1.0e+02 
 7700 | 2.28e-03 1.15e-04 |  2.5434e-02  5.1677e-02 2.44e-02 |  66.7 | 5.0e+01 
 7800 | 1.52e-03 1.15e-04 |  2.5377e-02  5.1351e-02 2.41e-02 |  67.6 | 5.0e+01 
 7900 | 9.77e-04 1.20e-04 |  2.5395e-02  5.1230e-02 2.40e-02 |  68.5 | 2.5e+01 
 8000 | 5.56e-04 1.21e-04 |  2.5508e-02  5.1183e-02 2.38e-02 |  69.3 | 2.5e+01 
 8100 | 3.76e-04 1.23e-04 |  2.5565e-02  5.1152e-02 2.38e-02 |  70.2 | 1.2e+01 
 8200 | 4.11e-04 1.20e-04 |  2.5619e-02  5.1120e-02 2.37e-02 |  71.1 | 1.2e+01 
 8300 | 4.27e-04 1.14e-04 |  2.5610e-02  5.1078e-02 2.37e-02 |  71.9 | 6.2e+00 
 8400 | 3.93e-04 1.13e-04 |  2.5565e-02  5.1005e-02 2.36e-02 |  72.8 | 6.2e+00 
 8500 | 3.37e-04 1.23e-04 |  2.5514e-02  5.0942e-02 2.36e-02 |  73.7 | 3.1e+00 
 8600 | 2.85e-04 1.29e-04 |  2.5443e-02  5.0851e-02 2.36e-02 |  74.6 | 3.1e+00 
pobj and dobj both descend, pobj < dobj, help dual!
 8700 | 2.71e-04 1.33e-04 |  2.5402e-02  5.0799e-02 2.36e-02 |  75.4 | 1.0e+02 
